name,type,buy_cost,buy_variation,sale_cost,sale_variation,time,day
bbva,bank,3.677,0.002,3.848,0.046,08:27:51,30-11-2024
Interbank,bank,3.71,0.002,3.795,0.025,08:27:51,30-11-2024
bcp,bank,3.717,0.021,3.803,0.019,08:27:51,30-11-2024
nacion,bank,3.74,0.0,3.81,0.0,08:27:51,30-11-2024
scotiabank,bank,3.74,0.017,3.775,0.02,08:27:51,30-11-2024
Yuan,currency,0.52,0.02,0.58,-0.005,08:27:51,30-11-2024
canada,currency,2.47,0.0,2.69,0.0,08:27:51,30-11-2024
euro ocoña,currency,4.05,-0.011,4.07,-0.01,08:27:51,30-11-2024
Libra,currency,4.76,-0.05,4.91,-0.09,08:27:51,30-11-2024
bbva,bank,3.677,0.002,3.848,0.046,08:41:04,30-11-2024
Interbank,bank,3.71,0.002,3.795,0.025,08:41:04,30-11-2024
bcp,bank,3.717,0.021,3.803,0.019,08:41:04,30-11-2024
nacion,bank,3.74,0.0,3.81,0.0,08:41:04,30-11-2024
scotiabank,bank,3.74,0.017,3.775,0.02,08:41:04,30-11-2024
Yuan,currency,0.52,0.02,0.58,-0.005,08:41:04,30-11-2024
canada,currency,2.47,0.0,2.69,0.0,08:41:04,30-11-2024
euro ocoña,currency,4.05,-0.011,4.07,-0.01,08:41:04,30-11-2024
Libra,currency,4.76,-0.05,4.91,-0.09,08:41:04,30-11-2024
bbva,bank,3.677,0.002,3.848,0.046,09:22:00,30-11-2024
Interbank,bank,3.71,0.002,3.795,0.025,09:22:00,30-11-2024
bcp,bank,3.717,0.021,3.803,0.019,09:22:00,30-11-2024
nacion,bank,3.74,0.0,3.81,0.0,09:22:00,30-11-2024
scotiabank,bank,3.74,0.017,3.775,0.02,09:22:00,30-11-2024
Yuan,currency,0.52,0.02,0.58,-0.005,09:22:00,30-11-2024
canada,currency,2.47,0.0,2.69,0.0,09:22:00,30-11-2024
euro ocoña,currency,4.05,-0.011,4.07,-0.01,09:22:00,30-11-2024
Libra,currency,4.76,-0.05,4.91,-0.09,09:22:00,30-11-2024
bbva,bank,3.677,0.002,3.848,0.046,09:41:43,30-11-2024
Interbank,bank,3.71,0.002,3.795,0.025,09:41:43,30-11-2024
bcp,bank,3.717,0.021,3.803,0.019,09:41:43,30-11-2024
nacion,bank,3.74,0.0,3.81,0.0,09:41:43,30-11-2024
scotiabank,bank,3.74,0.017,3.775,0.02,09:41:43,30-11-2024
Yuan,currency,0.52,0.02,0.58,-0.005,09:41:43,30-11-2024
canada,currency,2.47,0.0,2.69,0.0,09:41:43,30-11-2024
euro ocoña,currency,4.05,-0.011,4.07,-0.01,09:41:43,30-11-2024
Libra,currency,4.76,-0.05,4.91,-0.09,09:41:43,30-11-2024
bbva,bank,3.677,0.002,3.848,0.046,10:23:48,30-11-2024
Interbank,bank,3.71,0.002,3.795,0.025,10:23:48,30-11-2024
bcp,bank,3.717,0.021,3.803,0.019,10:23:48,30-11-2024
nacion,bank,3.74,0.0,3.81,0.0,10:23:48,30-11-2024
scotiabank,bank,3.74,0.017,3.775,0.02,10:23:48,30-11-2024
Yuan,currency,0.52,0.02,0.58,-0.005,10:23:48,30-11-2024
canada,currency,2.47,0.0,2.69,0.0,10:23:48,30-11-2024
euro ocoña,currency,4.05,-0.011,4.07,-0.01,10:23:48,30-11-2024
Libra,currency,4.76,-0.05,4.91,-0.09,10:23:48,30-11-2024
bbva,bank,3.677,0.002,3.848,0.046,10:40:57,30-11-2024
Interbank,bank,3.71,0.002,3.795,0.025,10:40:57,30-11-2024
bcp,bank,3.717,0.021,3.803,0.019,10:40:57,30-11-2024
nacion,bank,3.74,0.0,3.81,0.0,10:40:57,30-11-2024
scotiabank,bank,3.74,0.017,3.775,0.02,10:40:57,30-11-2024
Yuan,currency,0.52,0.02,0.58,-0.005,10:40:57,30-11-2024
canada,currency,2.47,0.0,2.69,0.0,10:40:57,30-11-2024
euro ocoña,currency,4.05,-0.011,4.07,-0.01,10:40:57,30-11-2024
Libra,currency,4.76,-0.05,4.91,-0.09,10:40:57,30-11-2024
bbva,bank,3.677,0.002,3.848,0.046,11:28:31,30-11-2024
Interbank,bank,3.71,0.002,3.795,0.025,11:28:31,30-11-2024
bcp,bank,3.717,0.021,3.803,0.019,11:28:31,30-11-2024
nacion,bank,3.74,0.0,3.81,0.0,11:28:31,30-11-2024
scotiabank,bank,3.74,0.017,3.775,0.02,11:28:31,30-11-2024
Yuan,currency,0.52,0.02,0.58,-0.005,11:28:31,30-11-2024
canada,currency,2.47,0.0,2.69,0.0,11:28:31,30-11-2024
euro ocoña,currency,4.05,-0.011,4.07,-0.01,11:28:31,30-11-2024
Libra,currency,4.76,-0.05,4.91,-0.09,11:28:31,30-11-2024
