name,type,buy_cost,buy_variation,sale_cost,sale_variation,time,day
bbva,bank,3.662,-0.023,3.851,0.014,08:31:44,28-10-2024
scotiabank,bank,3.675,0.007,3.855,0.013,08:31:44,28-10-2024
bcp,bank,3.726,0.0,3.812,0.0,08:31:44,28-10-2024
nacion,bank,3.73,0.0,3.8,0.0,08:31:44,28-10-2024
Interbank,bank,3.74,0.005,3.785,-0.01,08:31:44,28-10-2024
Yuan,currency,0.495,-0.005,0.575,0.02,08:31:44,28-10-2024
canada,currency,2.71,0.03,2.84,0.04,08:31:44,28-10-2024
euro ocoña,currency,4.225,0.001,4.245,0.0,08:31:44,28-10-2024
Libra,currency,5.0,0.0,5.12,-0.03,08:31:44,28-10-2024
bbva,bank,3.662,-0.023,3.851,0.014,08:44:31,28-10-2024
scotiabank,bank,3.675,0.007,3.855,0.013,08:44:31,28-10-2024
bcp,bank,3.726,0.0,3.812,0.0,08:44:31,28-10-2024
nacion,bank,3.73,0.0,3.8,0.0,08:44:31,28-10-2024
Interbank,bank,3.74,0.005,3.785,-0.01,08:44:31,28-10-2024
Yuan,currency,0.495,-0.005,0.575,0.02,08:44:31,28-10-2024
canada,currency,2.71,0.03,2.84,0.04,08:44:31,28-10-2024
euro ocoña,currency,4.225,0.001,4.245,0.0,08:44:31,28-10-2024
Libra,currency,5.0,0.0,5.12,-0.03,08:44:31,28-10-2024
scotiabank,bank,3.679,0.004,3.858,0.003,09:24:54,28-10-2024
bbva,bank,3.699,0.037,3.835,-0.016,09:24:54,28-10-2024
bcp,bank,3.72,-0.006,3.815,0.003,09:24:54,28-10-2024
nacion,bank,3.73,0.0,3.8,0.0,09:24:54,28-10-2024
Interbank,bank,3.74,0.0,3.795,0.01,09:24:54,28-10-2024
Yuan,currency,0.495,-0.005,0.575,0.02,09:24:54,28-10-2024
canada,currency,2.71,0.03,2.84,0.04,09:24:54,28-10-2024
euro ocoña,currency,4.225,0.001,4.245,0.0,09:24:54,28-10-2024
Libra,currency,5.0,0.0,5.12,-0.03,09:24:54,28-10-2024
scotiabank,bank,3.679,0.004,3.858,0.003,09:44:00,28-10-2024
bbva,bank,3.699,0.037,3.835,-0.016,09:44:00,28-10-2024
bcp,bank,3.72,-0.006,3.815,0.003,09:44:00,28-10-2024
nacion,bank,3.73,0.0,3.8,0.0,09:44:00,28-10-2024
Interbank,bank,3.74,0.0,3.795,0.01,09:44:00,28-10-2024
Yuan,currency,0.495,-0.005,0.575,0.02,09:44:00,28-10-2024
canada,currency,2.71,0.03,2.84,0.04,09:44:00,28-10-2024
euro ocoña,currency,4.225,0.001,4.245,0.0,09:44:00,28-10-2024
Libra,currency,5.0,0.0,5.12,-0.03,09:44:00,28-10-2024
scotiabank,bank,3.679,0.004,3.858,0.003,10:26:25,28-10-2024
bbva,bank,3.699,0.037,3.835,-0.016,10:26:25,28-10-2024
bcp,bank,3.72,-0.006,3.815,0.003,10:26:25,28-10-2024
nacion,bank,3.73,0.0,3.8,0.0,10:26:25,28-10-2024
Interbank,bank,3.74,0.0,3.795,0.01,10:26:25,28-10-2024
Yuan,currency,0.495,-0.005,0.575,0.02,10:26:25,28-10-2024
canada,currency,2.71,0.03,2.84,0.04,10:26:25,28-10-2024
euro ocoña,currency,4.22,-0.005,4.24,-0.005,10:26:25,28-10-2024
Libra,currency,5.0,0.0,5.12,-0.03,10:26:25,28-10-2024
scotiabank,bank,3.679,0.004,3.858,0.003,10:43:08,28-10-2024
bbva,bank,3.699,0.037,3.835,-0.016,10:43:08,28-10-2024
bcp,bank,3.72,-0.006,3.815,0.003,10:43:08,28-10-2024
nacion,bank,3.73,0.0,3.8,0.0,10:43:08,28-10-2024
Interbank,bank,3.74,0.0,3.795,0.01,10:43:08,28-10-2024
Yuan,currency,0.495,-0.005,0.575,0.02,10:43:08,28-10-2024
canada,currency,2.71,0.03,2.84,0.04,10:43:08,28-10-2024
euro ocoña,currency,4.22,-0.005,4.24,-0.005,10:43:08,28-10-2024
Libra,currency,5.0,0.0,5.12,-0.03,10:43:08,28-10-2024
scotiabank,bank,3.679,0.004,3.858,0.003,11:30:31,28-10-2024
bbva,bank,3.699,0.037,3.835,-0.016,11:30:31,28-10-2024
bcp,bank,3.72,-0.006,3.815,0.003,11:30:31,28-10-2024
nacion,bank,3.73,0.0,3.8,0.0,11:30:31,28-10-2024
Interbank,bank,3.74,0.0,3.795,0.01,11:30:31,28-10-2024
Yuan,currency,0.495,-0.005,0.575,0.02,11:30:31,28-10-2024
canada,currency,2.71,0.03,2.84,0.04,11:30:31,28-10-2024
euro ocoña,currency,4.22,-0.005,4.24,-0.005,11:30:31,28-10-2024
Libra,currency,5.0,0.0,5.12,-0.03,11:30:31,28-10-2024
scotiabank,bank,3.679,0.004,3.858,0.003,11:49:47,28-10-2024
bbva,bank,3.699,0.037,3.835,-0.016,11:49:47,28-10-2024
bcp,bank,3.72,-0.006,3.815,0.003,11:49:47,28-10-2024
nacion,bank,3.73,0.0,3.8,0.0,11:49:47,28-10-2024
Interbank,bank,3.74,0.0,3.795,0.01,11:49:47,28-10-2024
Yuan,currency,0.495,-0.005,0.575,0.02,11:49:47,28-10-2024
canada,currency,2.71,0.03,2.84,0.04,11:49:47,28-10-2024
euro ocoña,currency,4.22,-0.005,4.24,-0.005,11:49:47,28-10-2024
Libra,currency,5.0,0.0,5.12,-0.03,11:49:47,28-10-2024
