name,type,buy_cost,buy_variation,sale_cost,sale_variation,time,day
bbva,bank,3.662,-0.023,3.851,0.014,08:26:00,27-10-2024
scotiabank,bank,3.675,0.007,3.855,0.013,08:26:00,27-10-2024
bcp,bank,3.726,0.0,3.812,0.0,08:26:00,27-10-2024
nacion,bank,3.73,0.0,3.8,0.0,08:26:00,27-10-2024
Interbank,bank,3.74,0.005,3.785,-0.01,08:26:00,27-10-2024
Yuan,currency,0.495,-0.005,0.575,0.02,08:26:00,27-10-2024
canada,currency,2.71,0.03,2.84,0.04,08:26:00,27-10-2024
euro ocoña,currency,4.225,0.001,4.245,0.0,08:26:00,27-10-2024
Libra,currency,5.0,0.0,5.12,-0.03,08:26:00,27-10-2024
bbva,bank,3.662,-0.023,3.851,0.014,08:40:13,27-10-2024
scotiabank,bank,3.675,0.007,3.855,0.013,08:40:13,27-10-2024
bcp,bank,3.726,0.0,3.812,0.0,08:40:13,27-10-2024
nacion,bank,3.73,0.0,3.8,0.0,08:40:13,27-10-2024
Interbank,bank,3.74,0.005,3.785,-0.01,08:40:13,27-10-2024
Yuan,currency,0.495,-0.005,0.575,0.02,08:40:13,27-10-2024
canada,currency,2.71,0.03,2.84,0.04,08:40:13,27-10-2024
euro ocoña,currency,4.225,0.001,4.245,0.0,08:40:13,27-10-2024
Libra,currency,5.0,0.0,5.12,-0.03,08:40:13,27-10-2024
bbva,bank,3.662,-0.023,3.851,0.014,09:23:05,27-10-2024
scotiabank,bank,3.675,0.007,3.855,0.013,09:23:05,27-10-2024
bcp,bank,3.726,0.0,3.812,0.0,09:23:05,27-10-2024
nacion,bank,3.73,0.0,3.8,0.0,09:23:05,27-10-2024
Interbank,bank,3.74,0.005,3.785,-0.01,09:23:05,27-10-2024
Yuan,currency,0.495,-0.005,0.575,0.02,09:23:05,27-10-2024
canada,currency,2.71,0.03,2.84,0.04,09:23:05,27-10-2024
euro ocoña,currency,4.225,0.001,4.245,0.0,09:23:05,27-10-2024
Libra,currency,5.0,0.0,5.12,-0.03,09:23:05,27-10-2024
bbva,bank,3.662,-0.023,3.851,0.014,09:41:42,27-10-2024
scotiabank,bank,3.675,0.007,3.855,0.013,09:41:42,27-10-2024
bcp,bank,3.726,0.0,3.812,0.0,09:41:42,27-10-2024
nacion,bank,3.73,0.0,3.8,0.0,09:41:42,27-10-2024
Interbank,bank,3.74,0.005,3.785,-0.01,09:41:42,27-10-2024
Yuan,currency,0.495,-0.005,0.575,0.02,09:41:42,27-10-2024
canada,currency,2.71,0.03,2.84,0.04,09:41:42,27-10-2024
euro ocoña,currency,4.225,0.001,4.245,0.0,09:41:42,27-10-2024
Libra,currency,5.0,0.0,5.12,-0.03,09:41:42,27-10-2024
bbva,bank,3.662,-0.023,3.851,0.014,10:23:03,27-10-2024
scotiabank,bank,3.675,0.007,3.855,0.013,10:23:03,27-10-2024
bcp,bank,3.726,0.0,3.812,0.0,10:23:03,27-10-2024
nacion,bank,3.73,0.0,3.8,0.0,10:23:03,27-10-2024
Interbank,bank,3.74,0.005,3.785,-0.01,10:23:03,27-10-2024
Yuan,currency,0.495,-0.005,0.575,0.02,10:23:03,27-10-2024
canada,currency,2.71,0.03,2.84,0.04,10:23:03,27-10-2024
euro ocoña,currency,4.225,0.001,4.245,0.0,10:23:03,27-10-2024
Libra,currency,5.0,0.0,5.12,-0.03,10:23:03,27-10-2024
bbva,bank,3.662,-0.023,3.851,0.014,10:40:00,27-10-2024
scotiabank,bank,3.675,0.007,3.855,0.013,10:40:00,27-10-2024
bcp,bank,3.726,0.0,3.812,0.0,10:40:00,27-10-2024
nacion,bank,3.73,0.0,3.8,0.0,10:40:00,27-10-2024
Interbank,bank,3.74,0.005,3.785,-0.01,10:40:00,27-10-2024
Yuan,currency,0.495,-0.005,0.575,0.02,10:40:00,27-10-2024
canada,currency,2.71,0.03,2.84,0.04,10:40:00,27-10-2024
euro ocoña,currency,4.225,0.001,4.245,0.0,10:40:00,27-10-2024
Libra,currency,5.0,0.0,5.12,-0.03,10:40:00,27-10-2024
bbva,bank,3.662,-0.023,3.851,0.014,11:28:51,27-10-2024
scotiabank,bank,3.675,0.007,3.855,0.013,11:28:51,27-10-2024
bcp,bank,3.726,0.0,3.812,0.0,11:28:51,27-10-2024
nacion,bank,3.73,0.0,3.8,0.0,11:28:51,27-10-2024
Interbank,bank,3.74,0.005,3.785,-0.01,11:28:51,27-10-2024
Yuan,currency,0.495,-0.005,0.575,0.02,11:28:51,27-10-2024
canada,currency,2.71,0.03,2.84,0.04,11:28:51,27-10-2024
euro ocoña,currency,4.225,0.001,4.245,0.0,11:28:51,27-10-2024
Libra,currency,5.0,0.0,5.12,-0.03,11:28:51,27-10-2024
bbva,bank,3.662,-0.023,3.851,0.014,11:44:50,27-10-2024
scotiabank,bank,3.675,0.007,3.855,0.013,11:44:50,27-10-2024
bcp,bank,3.726,0.0,3.812,0.0,11:44:50,27-10-2024
nacion,bank,3.73,0.0,3.8,0.0,11:44:50,27-10-2024
Interbank,bank,3.74,0.005,3.785,-0.01,11:44:50,27-10-2024
Yuan,currency,0.495,-0.005,0.575,0.02,11:44:50,27-10-2024
canada,currency,2.71,0.03,2.84,0.04,11:44:50,27-10-2024
euro ocoña,currency,4.225,0.001,4.245,0.0,11:44:50,27-10-2024
Libra,currency,5.0,0.0,5.12,-0.03,11:44:50,27-10-2024
bbva,bank,3.662,-0.023,3.851,0.014,12:21:26,27-10-2024
scotiabank,bank,3.675,0.007,3.855,0.013,12:21:26,27-10-2024
bcp,bank,3.726,0.0,3.812,0.0,12:21:26,27-10-2024
nacion,bank,3.73,0.0,3.8,0.0,12:21:26,27-10-2024
Interbank,bank,3.74,0.005,3.785,-0.01,12:21:26,27-10-2024
Yuan,currency,0.495,-0.005,0.575,0.02,12:21:26,27-10-2024
canada,currency,2.71,0.03,2.84,0.04,12:21:26,27-10-2024
euro ocoña,currency,4.225,0.001,4.245,0.0,12:21:26,27-10-2024
Libra,currency,5.0,0.0,5.12,-0.03,12:21:26,27-10-2024
bbva,bank,3.662,-0.023,3.851,0.014,12:40:35,27-10-2024
scotiabank,bank,3.675,0.007,3.855,0.013,12:40:35,27-10-2024
bcp,bank,3.726,0.0,3.812,0.0,12:40:35,27-10-2024
nacion,bank,3.73,0.0,3.8,0.0,12:40:35,27-10-2024
Interbank,bank,3.74,0.005,3.785,-0.01,12:40:35,27-10-2024
Yuan,currency,0.495,-0.005,0.575,0.02,12:40:35,27-10-2024
canada,currency,2.71,0.03,2.84,0.04,12:40:35,27-10-2024
euro ocoña,currency,4.225,0.001,4.245,0.0,12:40:35,27-10-2024
Libra,currency,5.0,0.0,5.12,-0.03,12:40:35,27-10-2024
bbva,bank,3.662,-0.023,3.851,0.014,13:29:28,27-10-2024
scotiabank,bank,3.675,0.007,3.855,0.013,13:29:28,27-10-2024
bcp,bank,3.726,0.0,3.812,0.0,13:29:28,27-10-2024
nacion,bank,3.73,0.0,3.8,0.0,13:29:28,27-10-2024
Interbank,bank,3.74,0.005,3.785,-0.01,13:29:28,27-10-2024
Yuan,currency,0.495,-0.005,0.575,0.02,13:29:28,27-10-2024
canada,currency,2.71,0.03,2.84,0.04,13:29:28,27-10-2024
euro ocoña,currency,4.225,0.001,4.245,0.0,13:29:28,27-10-2024
Libra,currency,5.0,0.0,5.12,-0.03,13:29:28,27-10-2024
bbva,bank,3.662,-0.023,3.851,0.014,13:43:32,27-10-2024
scotiabank,bank,3.675,0.007,3.855,0.013,13:43:32,27-10-2024
bcp,bank,3.726,0.0,3.812,0.0,13:43:32,27-10-2024
nacion,bank,3.73,0.0,3.8,0.0,13:43:32,27-10-2024
Interbank,bank,3.74,0.005,3.785,-0.01,13:43:32,27-10-2024
Yuan,currency,0.495,-0.005,0.575,0.02,13:43:32,27-10-2024
canada,currency,2.71,0.03,2.84,0.04,13:43:32,27-10-2024
euro ocoña,currency,4.225,0.001,4.245,0.0,13:43:32,27-10-2024
Libra,currency,5.0,0.0,5.12,-0.03,13:43:32,27-10-2024
bbva,bank,3.662,-0.023,3.851,0.014,14:19:24,27-10-2024
scotiabank,bank,3.675,0.007,3.855,0.013,14:19:24,27-10-2024
bcp,bank,3.726,0.0,3.812,0.0,14:19:24,27-10-2024
nacion,bank,3.73,0.0,3.8,0.0,14:19:24,27-10-2024
Interbank,bank,3.74,0.005,3.785,-0.01,14:19:24,27-10-2024
Yuan,currency,0.495,-0.005,0.575,0.02,14:19:24,27-10-2024
canada,currency,2.71,0.03,2.84,0.04,14:19:24,27-10-2024
euro ocoña,currency,4.225,0.001,4.245,0.0,14:19:24,27-10-2024
Libra,currency,5.0,0.0,5.12,-0.03,14:19:24,27-10-2024
bbva,bank,3.662,-0.023,3.851,0.014,14:40:18,27-10-2024
scotiabank,bank,3.675,0.007,3.855,0.013,14:40:18,27-10-2024
bcp,bank,3.726,0.0,3.812,0.0,14:40:18,27-10-2024
nacion,bank,3.73,0.0,3.8,0.0,14:40:18,27-10-2024
Interbank,bank,3.74,0.005,3.785,-0.01,14:40:18,27-10-2024
Yuan,currency,0.495,-0.005,0.575,0.02,14:40:18,27-10-2024
canada,currency,2.71,0.03,2.84,0.04,14:40:18,27-10-2024
euro ocoña,currency,4.225,0.001,4.245,0.0,14:40:18,27-10-2024
Libra,currency,5.0,0.0,5.12,-0.03,14:40:18,27-10-2024
bbva,bank,3.662,-0.023,3.851,0.014,15:25:11,27-10-2024
scotiabank,bank,3.675,0.007,3.855,0.013,15:25:11,27-10-2024
bcp,bank,3.726,0.0,3.812,0.0,15:25:11,27-10-2024
nacion,bank,3.73,0.0,3.8,0.0,15:25:11,27-10-2024
Interbank,bank,3.74,0.005,3.785,-0.01,15:25:11,27-10-2024
Yuan,currency,0.495,-0.005,0.575,0.02,15:25:11,27-10-2024
canada,currency,2.71,0.03,2.84,0.04,15:25:11,27-10-2024
euro ocoña,currency,4.225,0.001,4.245,0.0,15:25:11,27-10-2024
Libra,currency,5.0,0.0,5.12,-0.03,15:25:11,27-10-2024
