name,type,buy_cost,buy_variation,sale_cost,sale_variation,time,day
bbva,bank,3.645,-0.027,3.815,0.008,08:42:23,08-10-2024
scotiabank,bank,3.656,0.001,3.833,0.007,08:42:23,08-10-2024
Interbank,bank,3.685,-0.005,3.815,0.013,08:42:23,08-10-2024
nacion,bank,3.69,0.02,3.77,0.02,08:42:23,08-10-2024
bcp,bank,3.695,0.0,3.7,-0.083,08:42:23,08-10-2024
Yuan,currency,0.49,-0.005,0.555,0.0,08:42:23,08-10-2024
canada,currency,2.725,0.005,2.81,0.01,08:42:23,08-10-2024
euro ocoña,currency,4.265,0.0,4.285,0.0,08:42:23,08-10-2024
Libra,currency,5.04,0.02,5.18,0.01,08:42:23,08-10-2024
bbva,bank,3.645,-0.027,3.815,0.008,09:25:49,08-10-2024
scotiabank,bank,3.656,0.001,3.833,0.007,09:25:49,08-10-2024
Interbank,bank,3.685,-0.005,3.815,0.013,09:25:49,08-10-2024
nacion,bank,3.69,0.02,3.77,0.02,09:25:49,08-10-2024
bcp,bank,3.695,0.0,3.7,-0.083,09:25:49,08-10-2024
Yuan,currency,0.49,-0.005,0.555,0.0,09:25:49,08-10-2024
canada,currency,2.725,0.005,2.81,0.01,09:25:49,08-10-2024
euro ocoña,currency,4.265,0.0,4.285,0.0,09:25:49,08-10-2024
Libra,currency,5.04,0.02,5.18,0.01,09:25:49,08-10-2024
bbva,bank,3.645,-0.027,3.815,0.008,09:43:50,08-10-2024
scotiabank,bank,3.656,0.001,3.833,0.007,09:43:50,08-10-2024
Interbank,bank,3.685,-0.005,3.815,0.013,09:43:50,08-10-2024
nacion,bank,3.69,0.02,3.77,0.02,09:43:50,08-10-2024
bcp,bank,3.695,0.0,3.7,-0.083,09:43:50,08-10-2024
Yuan,currency,0.49,-0.005,0.555,0.0,09:43:50,08-10-2024
canada,currency,2.725,0.005,2.81,0.01,09:43:50,08-10-2024
euro ocoña,currency,4.265,0.0,4.285,0.0,09:43:50,08-10-2024
Libra,currency,5.04,0.02,5.18,0.01,09:43:50,08-10-2024
bbva,bank,3.645,-0.027,3.815,0.008,10:25:57,08-10-2024
scotiabank,bank,3.656,0.001,3.833,0.007,10:25:57,08-10-2024
Interbank,bank,3.685,-0.005,3.815,0.013,10:25:57,08-10-2024
nacion,bank,3.69,0.02,3.77,0.02,10:25:57,08-10-2024
bcp,bank,3.695,0.0,3.7,-0.083,10:25:57,08-10-2024
Yuan,currency,0.49,-0.005,0.555,0.0,10:25:57,08-10-2024
canada,currency,2.725,0.005,2.81,0.01,10:25:57,08-10-2024
euro ocoña,currency,4.265,0.0,4.285,0.0,10:25:57,08-10-2024
Libra,currency,5.04,0.02,5.18,0.01,10:25:57,08-10-2024
bbva,bank,3.645,-0.027,3.815,0.008,10:42:38,08-10-2024
scotiabank,bank,3.656,0.001,3.833,0.007,10:42:38,08-10-2024
Interbank,bank,3.685,-0.005,3.815,0.013,10:42:38,08-10-2024
nacion,bank,3.69,0.02,3.77,0.02,10:42:38,08-10-2024
bcp,bank,3.695,0.0,3.7,-0.083,10:42:38,08-10-2024
Yuan,currency,0.49,-0.005,0.555,0.0,10:42:38,08-10-2024
canada,currency,2.725,0.005,2.81,0.01,10:42:38,08-10-2024
euro ocoña,currency,4.265,0.0,4.285,0.0,10:42:38,08-10-2024
Libra,currency,5.04,0.02,5.18,0.01,10:42:38,08-10-2024
