name,type,buy_cost,buy_variation,sale_cost,sale_variation,time,day
bbva,bank,3.661,-0.048,3.833,-0.024,08:28:47,18-09-2024
scotiabank,bank,3.667,-0.013,3.846,-0.01,08:28:47,18-09-2024
Interbank,bank,3.697,-0.009,3.835,0.008,08:28:47,18-09-2024
bcp,bank,3.711,-0.012,3.798,-0.012,08:28:47,18-09-2024
nacion,bank,3.74,0.01,3.82,0.01,08:28:47,18-09-2024
Yuan,currency,0.47,0.01,0.56,0.01,08:28:47,18-09-2024
canada,currency,2.73,-0.02,2.83,-0.03,08:28:47,18-09-2024
euro ocoña,currency,4.295,-0.015,4.32,-0.01,08:28:47,18-09-2024
Libra,currency,5.14,0.07,5.23,0.11,08:28:47,18-09-2024
bbva,bank,3.661,-0.048,3.833,-0.024,08:41:57,18-09-2024
scotiabank,bank,3.667,-0.013,3.846,-0.01,08:41:57,18-09-2024
Interbank,bank,3.697,-0.009,3.835,0.008,08:41:57,18-09-2024
bcp,bank,3.711,-0.012,3.798,-0.012,08:41:57,18-09-2024
nacion,bank,3.74,0.01,3.82,0.01,08:41:57,18-09-2024
Yuan,currency,0.47,0.01,0.56,0.01,08:41:57,18-09-2024
canada,currency,2.73,-0.02,2.83,-0.03,08:41:57,18-09-2024
euro ocoña,currency,4.295,-0.015,4.32,-0.01,08:41:57,18-09-2024
Libra,currency,5.14,0.07,5.23,0.11,08:41:57,18-09-2024
scotiabank,bank,3.665,-0.002,3.854,0.008,09:23:22,18-09-2024
bbva,bank,3.682,0.021,3.832,-0.001,09:23:22,18-09-2024
Interbank,bank,3.702,0.005,3.825,-0.01,09:23:22,18-09-2024
bcp,bank,3.713,0.002,3.802,0.004,09:23:22,18-09-2024
nacion,bank,3.72,-0.02,3.8,-0.02,09:23:22,18-09-2024
Yuan,currency,0.47,0.01,0.56,0.01,09:23:22,18-09-2024
canada,currency,2.73,-0.02,2.83,-0.03,09:23:22,18-09-2024
euro ocoña,currency,4.295,-0.015,4.32,-0.01,09:23:22,18-09-2024
Libra,currency,5.14,0.07,5.23,0.11,09:23:22,18-09-2024
scotiabank,bank,3.665,-0.002,3.854,0.008,09:42:16,18-09-2024
bbva,bank,3.682,0.021,3.832,-0.001,09:42:16,18-09-2024
Interbank,bank,3.702,0.005,3.825,-0.01,09:42:16,18-09-2024
bcp,bank,3.713,0.002,3.802,0.004,09:42:16,18-09-2024
nacion,bank,3.72,-0.02,3.8,-0.02,09:42:16,18-09-2024
Yuan,currency,0.47,0.01,0.56,0.01,09:42:16,18-09-2024
canada,currency,2.73,-0.02,2.83,-0.03,09:42:16,18-09-2024
euro ocoña,currency,4.295,-0.015,4.32,-0.01,09:42:16,18-09-2024
Libra,currency,5.14,0.07,5.23,0.11,09:42:16,18-09-2024
scotiabank,bank,3.665,-0.002,3.854,0.008,10:24:55,18-09-2024
bbva,bank,3.682,0.021,3.832,-0.001,10:24:55,18-09-2024
Interbank,bank,3.702,0.005,3.825,-0.01,10:24:55,18-09-2024
bcp,bank,3.713,0.002,3.802,0.004,10:24:55,18-09-2024
nacion,bank,3.72,-0.02,3.8,-0.02,10:24:55,18-09-2024
Yuan,currency,0.47,0.01,0.56,0.01,10:24:55,18-09-2024
canada,currency,2.73,-0.02,2.83,-0.03,10:24:55,18-09-2024
euro ocoña,currency,4.295,-0.015,4.32,-0.01,10:24:55,18-09-2024
Libra,currency,5.14,0.07,5.23,0.11,10:24:55,18-09-2024
scotiabank,bank,3.665,-0.002,3.854,0.008,10:41:17,18-09-2024
bbva,bank,3.682,0.021,3.832,-0.001,10:41:17,18-09-2024
Interbank,bank,3.702,0.005,3.825,-0.01,10:41:17,18-09-2024
bcp,bank,3.713,0.002,3.802,0.004,10:41:17,18-09-2024
nacion,bank,3.72,-0.02,3.8,-0.02,10:41:17,18-09-2024
Yuan,currency,0.47,0.01,0.56,0.01,10:41:17,18-09-2024
canada,currency,2.73,-0.02,2.83,-0.03,10:41:17,18-09-2024
euro ocoña,currency,4.295,-0.015,4.32,-0.01,10:41:17,18-09-2024
Libra,currency,5.14,0.07,5.23,0.11,10:41:17,18-09-2024
scotiabank,bank,3.665,-0.002,3.854,0.008,11:28:57,18-09-2024
