name,type,buy_cost,buy_variation,sale_cost,sale_variation,time,day
bbva,bank,3.631,-0.032,3.797,0.007,08:26:40,24-12-2024
bcp,bank,3.681,-0.002,3.767,-0.002,08:26:40,24-12-2024
nacion,bank,3.69,0.0,3.77,0.0,08:26:40,24-12-2024
scotiabank,bank,3.695,-0.005,3.752,0.0,08:26:40,24-12-2024
Interbank,bank,3.707,-0.004,3.739,0.0,08:26:40,24-12-2024
Yuan,currency,0.51,-0.01,0.58,0.0,08:26:40,24-12-2024
canada,currency,2.47,-0.06,2.68,0.02,08:26:40,24-12-2024
euro ocoña,currency,3.991,-0.009,4.009,0.0,08:26:40,24-12-2024
Libra,currency,4.75,-0.035,4.91,-0.065,08:26:40,24-12-2024
bbva,bank,3.631,-0.032,3.797,0.007,08:40:00,24-12-2024
bcp,bank,3.681,-0.002,3.767,-0.002,08:40:00,24-12-2024
nacion,bank,3.69,0.0,3.77,0.0,08:40:00,24-12-2024
scotiabank,bank,3.695,-0.005,3.752,0.0,08:40:00,24-12-2024
Interbank,bank,3.707,-0.004,3.739,0.0,08:40:00,24-12-2024
Yuan,currency,0.51,-0.01,0.58,0.0,08:40:00,24-12-2024
canada,currency,2.47,-0.06,2.68,0.02,08:40:00,24-12-2024
euro ocoña,currency,3.991,-0.009,4.009,0.0,08:40:00,24-12-2024
Libra,currency,4.75,-0.035,4.91,-0.065,08:40:00,24-12-2024
bbva,bank,3.631,-0.032,3.797,0.007,09:22:06,24-12-2024
bcp,bank,3.681,-0.002,3.767,-0.002,09:22:06,24-12-2024
nacion,bank,3.69,0.0,3.77,0.0,09:22:06,24-12-2024
scotiabank,bank,3.695,-0.005,3.752,0.0,09:22:06,24-12-2024
Interbank,bank,3.707,-0.004,3.739,0.0,09:22:06,24-12-2024
Yuan,currency,0.51,-0.01,0.58,0.0,09:22:06,24-12-2024
canada,currency,2.47,-0.06,2.68,0.02,09:22:06,24-12-2024
euro ocoña,currency,3.991,-0.009,4.009,0.0,09:22:06,24-12-2024
Libra,currency,4.75,-0.035,4.91,-0.065,09:22:06,24-12-2024
bbva,bank,3.631,-0.032,3.797,0.007,09:40:51,24-12-2024
bcp,bank,3.681,-0.002,3.767,-0.002,09:40:51,24-12-2024
nacion,bank,3.69,0.0,3.77,0.0,09:40:51,24-12-2024
scotiabank,bank,3.695,-0.005,3.752,0.0,09:40:51,24-12-2024
Interbank,bank,3.707,-0.004,3.739,0.0,09:40:51,24-12-2024
Yuan,currency,0.51,-0.01,0.58,0.0,09:40:51,24-12-2024
canada,currency,2.47,-0.06,2.68,0.02,09:40:51,24-12-2024
euro ocoña,currency,3.991,-0.009,4.009,0.0,09:40:51,24-12-2024
Libra,currency,4.75,-0.035,4.91,-0.065,09:40:51,24-12-2024
