name,type,buy_cost,buy_variation,sale_cost,sale_variation,time,day
bbva,bank,3.694,-0.035,3.856,-0.002,08:27:58,23-11-2024
bcp,bank,3.745,-0.007,3.83,-0.007,08:27:58,23-11-2024
Interbank,bank,3.75,-0.014,3.83,0.005,08:27:58,23-11-2024
nacion,bank,3.76,0.0,3.83,0.0,08:27:58,23-11-2024
scotiabank,bank,3.77,-0.014,3.807,-0.003,08:27:58,23-11-2024
Yuan,currency,0.52,0.02,0.58,-0.005,08:27:58,23-11-2024
canada,currency,2.53,0.03,2.72,0.0,08:27:58,23-11-2024
euro ocoña,currency,4.075,-0.045,4.095,-0.045,08:27:58,23-11-2024
Libra,currency,4.81,-0.11,5.0,-0.06,08:27:58,23-11-2024
bbva,bank,3.694,-0.035,3.856,-0.002,08:40:30,23-11-2024
bcp,bank,3.745,-0.007,3.83,-0.007,08:40:30,23-11-2024
Interbank,bank,3.75,-0.014,3.83,0.005,08:40:30,23-11-2024
nacion,bank,3.76,0.0,3.83,0.0,08:40:30,23-11-2024
scotiabank,bank,3.77,-0.014,3.807,-0.003,08:40:30,23-11-2024
Yuan,currency,0.52,0.02,0.58,-0.005,08:40:30,23-11-2024
canada,currency,2.53,0.03,2.72,0.0,08:40:30,23-11-2024
euro ocoña,currency,4.075,-0.045,4.095,-0.045,08:40:30,23-11-2024
Libra,currency,4.81,-0.11,5.0,-0.06,08:40:30,23-11-2024
bbva,bank,3.694,-0.035,3.856,-0.002,09:23:02,23-11-2024
bcp,bank,3.745,-0.007,3.83,-0.007,09:23:02,23-11-2024
Interbank,bank,3.75,-0.014,3.83,0.005,09:23:02,23-11-2024
nacion,bank,3.76,0.0,3.83,0.0,09:23:02,23-11-2024
scotiabank,bank,3.77,-0.014,3.807,-0.003,09:23:02,23-11-2024
Yuan,currency,0.52,0.02,0.58,-0.005,09:23:02,23-11-2024
canada,currency,2.53,0.03,2.72,0.0,09:23:02,23-11-2024
euro ocoña,currency,4.075,-0.045,4.095,-0.045,09:23:02,23-11-2024
Libra,currency,4.81,-0.11,5.0,-0.06,09:23:02,23-11-2024
bbva,bank,3.694,-0.035,3.856,-0.002,09:41:31,23-11-2024
bcp,bank,3.745,-0.007,3.83,-0.007,09:41:31,23-11-2024
Interbank,bank,3.75,-0.014,3.83,0.005,09:41:31,23-11-2024
nacion,bank,3.76,0.0,3.83,0.0,09:41:31,23-11-2024
scotiabank,bank,3.77,-0.014,3.807,-0.003,09:41:31,23-11-2024
Yuan,currency,0.52,0.02,0.58,-0.005,09:41:31,23-11-2024
canada,currency,2.53,0.03,2.72,0.0,09:41:31,23-11-2024
euro ocoña,currency,4.075,-0.045,4.095,-0.045,09:41:31,23-11-2024
Libra,currency,4.81,-0.11,5.0,-0.06,09:41:31,23-11-2024
bbva,bank,3.694,-0.035,3.856,-0.002,10:23:11,23-11-2024
bcp,bank,3.745,-0.007,3.83,-0.007,10:23:11,23-11-2024
Interbank,bank,3.75,-0.014,3.83,0.005,10:23:11,23-11-2024
nacion,bank,3.76,0.0,3.83,0.0,10:23:11,23-11-2024
scotiabank,bank,3.77,-0.014,3.807,-0.003,10:23:11,23-11-2024
Yuan,currency,0.52,0.02,0.58,-0.005,10:23:11,23-11-2024
canada,currency,2.53,0.03,2.72,0.0,10:23:11,23-11-2024
euro ocoña,currency,4.075,-0.045,4.095,-0.045,10:23:11,23-11-2024
Libra,currency,4.81,-0.11,5.0,-0.06,10:23:11,23-11-2024
bbva,bank,3.694,-0.035,3.856,-0.002,10:40:30,23-11-2024
bcp,bank,3.745,-0.007,3.83,-0.007,10:40:30,23-11-2024
Interbank,bank,3.75,-0.014,3.83,0.005,10:40:30,23-11-2024
nacion,bank,3.76,0.0,3.83,0.0,10:40:30,23-11-2024
scotiabank,bank,3.77,-0.014,3.807,-0.003,10:40:30,23-11-2024
Yuan,currency,0.52,0.02,0.58,-0.005,10:40:30,23-11-2024
canada,currency,2.53,0.03,2.72,0.0,10:40:30,23-11-2024
euro ocoña,currency,4.075,-0.045,4.095,-0.045,10:40:30,23-11-2024
Libra,currency,4.81,-0.11,5.0,-0.06,10:40:30,23-11-2024
bbva,bank,3.694,-0.035,3.856,-0.002,11:28:09,23-11-2024
bcp,bank,3.745,-0.007,3.83,-0.007,11:28:09,23-11-2024
Interbank,bank,3.75,-0.014,3.83,0.005,11:28:09,23-11-2024
nacion,bank,3.76,0.0,3.83,0.0,11:28:09,23-11-2024
scotiabank,bank,3.77,-0.014,3.807,-0.003,11:28:09,23-11-2024
Yuan,currency,0.52,0.02,0.58,-0.005,11:28:09,23-11-2024
canada,currency,2.53,0.03,2.72,0.0,11:28:09,23-11-2024
euro ocoña,currency,4.075,-0.045,4.095,-0.045,11:28:09,23-11-2024
Libra,currency,4.81,-0.11,5.0,-0.06,11:28:09,23-11-2024
bbva,bank,3.694,-0.035,3.856,-0.002,11:46:45,23-11-2024
bcp,bank,3.745,-0.007,3.83,-0.007,11:46:45,23-11-2024
Interbank,bank,3.75,-0.014,3.83,0.005,11:46:45,23-11-2024
nacion,bank,3.76,0.0,3.83,0.0,11:46:45,23-11-2024
scotiabank,bank,3.77,-0.014,3.807,-0.003,11:46:45,23-11-2024
Yuan,currency,0.52,0.02,0.58,-0.005,11:46:45,23-11-2024
canada,currency,2.53,0.03,2.72,0.0,11:46:45,23-11-2024
euro ocoña,currency,4.075,-0.045,4.095,-0.045,11:46:45,23-11-2024
Libra,currency,4.81,-0.11,5.0,-0.06,11:46:45,23-11-2024
bbva,bank,3.694,-0.035,3.856,-0.002,12:20:20,23-11-2024
bcp,bank,3.745,-0.007,3.83,-0.007,12:20:20,23-11-2024
Interbank,bank,3.75,-0.014,3.83,0.005,12:20:20,23-11-2024
nacion,bank,3.76,0.0,3.83,0.0,12:20:20,23-11-2024
scotiabank,bank,3.77,-0.014,3.807,-0.003,12:20:20,23-11-2024
Yuan,currency,0.52,0.02,0.58,-0.005,12:20:20,23-11-2024
canada,currency,2.53,0.03,2.72,0.0,12:20:20,23-11-2024
euro ocoña,currency,4.075,-0.045,4.095,-0.045,12:20:20,23-11-2024
Libra,currency,4.81,-0.11,5.0,-0.06,12:20:20,23-11-2024
bbva,bank,3.694,-0.035,3.856,-0.002,12:39:59,23-11-2024
bcp,bank,3.745,-0.007,3.83,-0.007,12:39:59,23-11-2024
Interbank,bank,3.75,-0.014,3.83,0.005,12:39:59,23-11-2024
nacion,bank,3.76,0.0,3.83,0.0,12:39:59,23-11-2024
scotiabank,bank,3.77,-0.014,3.807,-0.003,12:39:59,23-11-2024
Yuan,currency,0.52,0.02,0.58,-0.005,12:39:59,23-11-2024
canada,currency,2.53,0.03,2.72,0.0,12:39:59,23-11-2024
euro ocoña,currency,4.075,-0.045,4.095,-0.045,12:39:59,23-11-2024
Libra,currency,4.81,-0.11,5.0,-0.06,12:39:59,23-11-2024
bbva,bank,3.694,-0.035,3.856,-0.002,13:30:21,23-11-2024
bcp,bank,3.745,-0.007,3.83,-0.007,13:30:21,23-11-2024
Interbank,bank,3.75,-0.014,3.83,0.005,13:30:21,23-11-2024
nacion,bank,3.76,0.0,3.83,0.0,13:30:21,23-11-2024
scotiabank,bank,3.77,-0.014,3.807,-0.003,13:30:21,23-11-2024
Yuan,currency,0.52,0.02,0.58,-0.005,13:30:21,23-11-2024
canada,currency,2.53,0.03,2.72,0.0,13:30:21,23-11-2024
euro ocoña,currency,4.075,-0.045,4.095,-0.045,13:30:21,23-11-2024
Libra,currency,4.81,-0.11,5.0,-0.06,13:30:21,23-11-2024
bbva,bank,3.694,-0.035,3.856,-0.002,13:44:40,23-11-2024
bcp,bank,3.745,-0.007,3.83,-0.007,13:44:40,23-11-2024
Interbank,bank,3.75,-0.014,3.83,0.005,13:44:40,23-11-2024
nacion,bank,3.76,0.0,3.83,0.0,13:44:40,23-11-2024
scotiabank,bank,3.77,-0.014,3.807,-0.003,13:44:40,23-11-2024
Yuan,currency,0.52,0.02,0.58,-0.005,13:44:40,23-11-2024
canada,currency,2.53,0.03,2.72,0.0,13:44:40,23-11-2024
euro ocoña,currency,4.075,-0.045,4.095,-0.045,13:44:40,23-11-2024
Libra,currency,4.81,-0.11,5.0,-0.06,13:44:40,23-11-2024
bbva,bank,3.694,-0.035,3.856,-0.002,14:18:23,23-11-2024
bcp,bank,3.745,-0.007,3.83,-0.007,14:18:23,23-11-2024
Interbank,bank,3.75,-0.014,3.83,0.005,14:18:23,23-11-2024
nacion,bank,3.76,0.0,3.83,0.0,14:18:23,23-11-2024
scotiabank,bank,3.77,-0.014,3.807,-0.003,14:18:23,23-11-2024
Yuan,currency,0.52,0.02,0.58,-0.005,14:18:23,23-11-2024
canada,currency,2.53,0.03,2.72,0.0,14:18:23,23-11-2024
euro ocoña,currency,4.075,-0.045,4.095,-0.045,14:18:23,23-11-2024
Libra,currency,4.81,-0.11,5.0,-0.06,14:18:23,23-11-2024
bbva,bank,3.694,-0.035,3.856,-0.002,14:40:43,23-11-2024
bcp,bank,3.745,-0.007,3.83,-0.007,14:40:43,23-11-2024
Interbank,bank,3.75,-0.014,3.83,0.005,14:40:43,23-11-2024
nacion,bank,3.76,0.0,3.83,0.0,14:40:43,23-11-2024
scotiabank,bank,3.77,-0.014,3.807,-0.003,14:40:43,23-11-2024
Yuan,currency,0.52,0.02,0.58,-0.005,14:40:43,23-11-2024
canada,currency,2.53,0.03,2.72,0.0,14:40:43,23-11-2024
euro ocoña,currency,4.075,-0.045,4.095,-0.045,14:40:43,23-11-2024
Libra,currency,4.81,-0.11,5.0,-0.06,14:40:43,23-11-2024
bbva,bank,3.694,-0.035,3.856,-0.002,15:24:26,23-11-2024
bcp,bank,3.745,-0.007,3.83,-0.007,15:24:26,23-11-2024
Interbank,bank,3.75,-0.014,3.83,0.005,15:24:26,23-11-2024
nacion,bank,3.76,0.0,3.83,0.0,15:24:26,23-11-2024
scotiabank,bank,3.77,-0.014,3.807,-0.003,15:24:26,23-11-2024
Yuan,currency,0.52,0.02,0.58,-0.005,15:24:26,23-11-2024
canada,currency,2.53,0.03,2.72,0.0,15:24:26,23-11-2024
euro ocoña,currency,4.075,-0.045,4.095,-0.045,15:24:26,23-11-2024
Libra,currency,4.81,-0.11,5.0,-0.06,15:24:26,23-11-2024
bbva,bank,3.694,-0.035,3.856,-0.002,15:41:17,23-11-2024
bcp,bank,3.745,-0.007,3.83,-0.007,15:41:17,23-11-2024
Interbank,bank,3.75,-0.014,3.83,0.005,15:41:17,23-11-2024
nacion,bank,3.76,0.0,3.83,0.0,15:41:17,23-11-2024
scotiabank,bank,3.77,-0.014,3.807,-0.003,15:41:17,23-11-2024
Yuan,currency,0.52,0.02,0.58,-0.005,15:41:17,23-11-2024
canada,currency,2.53,0.03,2.72,0.0,15:41:17,23-11-2024
euro ocoña,currency,4.075,-0.045,4.095,-0.045,15:41:17,23-11-2024
Libra,currency,4.81,-0.11,5.0,-0.06,15:41:17,23-11-2024
