name,type,buy_cost,buy_variation,sale_cost,sale_variation,time,day
bbva,bank,3.705,-0.019,3.877,0.006,08:24:24,07-09-2024
scotiabank,bank,3.709,-0.003,3.884,0.002,08:24:24,07-09-2024
Interbank,bank,3.728,0.001,3.849,0.001,08:24:24,07-09-2024
nacion,bank,3.75,0.0,3.82,0.0,08:24:24,07-09-2024
bcp,bank,3.756,0.001,3.841,0.001,08:24:24,07-09-2024
Yuan,currency,0.47,0.01,0.56,0.01,08:24:24,07-09-2024
canada,currency,2.76,0.01,2.865,0.005,08:24:24,07-09-2024
euro ocoña,currency,4.292,0.002,4.31,0.0,08:24:24,07-09-2024
Libra,currency,4.97,0.01,5.1,0.03,08:24:24,07-09-2024
bbva,bank,3.705,-0.019,3.877,0.006,08:40:00,07-09-2024
scotiabank,bank,3.709,-0.003,3.884,0.002,08:40:00,07-09-2024
Interbank,bank,3.728,0.001,3.849,0.001,08:40:00,07-09-2024
nacion,bank,3.75,0.0,3.82,0.0,08:40:00,07-09-2024
bcp,bank,3.756,0.001,3.841,0.001,08:40:00,07-09-2024
Yuan,currency,0.47,0.01,0.56,0.01,08:40:00,07-09-2024
canada,currency,2.76,0.01,2.865,0.005,08:40:00,07-09-2024
euro ocoña,currency,4.292,0.002,4.31,0.0,08:40:00,07-09-2024
Libra,currency,4.97,0.01,5.1,0.03,08:40:00,07-09-2024
bbva,bank,3.705,-0.019,3.877,0.006,09:20:14,07-09-2024
scotiabank,bank,3.709,-0.003,3.884,0.002,09:20:14,07-09-2024
Interbank,bank,3.728,0.001,3.849,0.001,09:20:14,07-09-2024
nacion,bank,3.75,0.0,3.82,0.0,09:20:14,07-09-2024
bcp,bank,3.756,0.001,3.841,0.001,09:20:14,07-09-2024
Yuan,currency,0.47,0.01,0.56,0.01,09:20:14,07-09-2024
canada,currency,2.76,0.01,2.865,0.005,09:20:14,07-09-2024
euro ocoña,currency,4.292,0.002,4.31,0.0,09:20:14,07-09-2024
Libra,currency,4.97,0.01,5.1,0.03,09:20:14,07-09-2024
