name,type,buy_cost,buy_variation,sale_cost,sale_variation,time,day
bbva,bank,3.679,-0.024,3.852,0.013,08:43:07,24-09-2024
scotiabank,bank,3.688,0.005,3.864,0.008,08:43:07,24-09-2024
Interbank,bank,3.72,-0.004,3.845,0.014,08:43:07,24-09-2024
nacion,bank,3.72,0.0,3.9,0.0,08:43:07,24-09-2024
bcp,bank,3.734,0.006,3.822,0.008,08:43:07,24-09-2024
Yuan,currency,0.482,0.012,0.56,0.0,08:43:07,24-09-2024
canada,currency,2.75,0.03,2.86,0.03,08:43:07,24-09-2024
euro ocoña,currency,4.34,0.005,4.36,0.005,08:43:07,24-09-2024
Libra,currency,5.14,-0.01,5.34,0.0,08:43:07,24-09-2024
scotiabank,bank,3.675,-0.013,3.849,-0.015,09:22:22,24-09-2024
bbva,bank,3.696,0.017,3.837,-0.015,09:22:22,24-09-2024
Interbank,bank,3.718,-0.002,3.827,-0.018,09:22:22,24-09-2024
nacion,bank,3.72,0.0,3.9,0.0,09:22:22,24-09-2024
bcp,bank,3.721,-0.013,3.807,-0.015,09:22:22,24-09-2024
Yuan,currency,0.482,0.012,0.56,0.0,09:22:22,24-09-2024
canada,currency,2.75,0.03,2.86,0.03,09:22:22,24-09-2024
euro ocoña,currency,4.34,0.005,4.36,0.005,09:22:22,24-09-2024
Libra,currency,5.14,-0.01,5.34,0.0,09:22:22,24-09-2024
scotiabank,bank,3.675,-0.013,3.849,-0.015,09:42:55,24-09-2024
bbva,bank,3.696,0.017,3.837,-0.015,09:42:55,24-09-2024
Interbank,bank,3.718,-0.002,3.827,-0.018,09:42:55,24-09-2024
bcp,bank,3.721,-0.013,3.807,-0.015,09:42:55,24-09-2024
nacion,bank,3.73,0.01,3.8,-0.1,09:42:55,24-09-2024
Yuan,currency,0.482,0.012,0.56,0.0,09:42:55,24-09-2024
canada,currency,2.75,0.03,2.86,0.03,09:42:55,24-09-2024
euro ocoña,currency,4.34,0.005,4.36,0.005,09:42:55,24-09-2024
Libra,currency,5.14,-0.01,5.34,0.0,09:42:55,24-09-2024
scotiabank,bank,3.675,-0.013,3.849,-0.015,10:25:25,24-09-2024
bbva,bank,3.696,0.017,3.837,-0.015,10:25:25,24-09-2024
Interbank,bank,3.718,-0.002,3.827,-0.018,10:25:25,24-09-2024
bcp,bank,3.721,-0.013,3.807,-0.015,10:25:25,24-09-2024
nacion,bank,3.73,0.01,3.8,-0.1,10:25:25,24-09-2024
Yuan,currency,0.482,0.012,0.56,0.0,10:25:25,24-09-2024
canada,currency,2.75,0.03,2.86,0.03,10:25:25,24-09-2024
euro ocoña,currency,4.33,0.0,4.35,0.0,10:25:25,24-09-2024
Libra,currency,5.14,-0.01,5.34,0.0,10:25:25,24-09-2024
scotiabank,bank,3.675,-0.013,3.849,-0.015,10:42:38,24-09-2024
bbva,bank,3.696,0.017,3.837,-0.015,10:42:38,24-09-2024
Interbank,bank,3.718,-0.002,3.827,-0.018,10:42:38,24-09-2024
bcp,bank,3.721,-0.013,3.807,-0.015,10:42:38,24-09-2024
nacion,bank,3.73,0.01,3.8,-0.1,10:42:38,24-09-2024
Yuan,currency,0.482,0.012,0.56,0.0,10:42:38,24-09-2024
canada,currency,2.75,0.03,2.86,0.03,10:42:38,24-09-2024
euro ocoña,currency,4.33,0.0,4.35,0.0,10:42:38,24-09-2024
Libra,currency,5.14,-0.01,5.34,0.0,10:42:38,24-09-2024
scotiabank,bank,3.675,-0.013,3.849,-0.015,11:30:03,24-09-2024
bbva,bank,3.696,0.017,3.837,-0.015,11:30:03,24-09-2024
Interbank,bank,3.718,-0.002,3.827,-0.018,11:30:03,24-09-2024
bcp,bank,3.721,-0.013,3.807,-0.015,11:30:03,24-09-2024
nacion,bank,3.73,0.01,3.8,-0.1,11:30:03,24-09-2024
Yuan,currency,0.482,0.012,0.56,0.0,11:30:03,24-09-2024
canada,currency,2.75,0.03,2.86,0.03,11:30:03,24-09-2024
euro ocoña,currency,4.34,0.01,4.36,0.01,11:30:03,24-09-2024
Libra,currency,5.14,-0.01,5.34,0.0,11:30:03,24-09-2024
scotiabank,bank,3.675,-0.013,3.849,-0.015,11:46:47,24-09-2024
bbva,bank,3.696,0.017,3.837,-0.015,11:46:47,24-09-2024
Interbank,bank,3.718,-0.002,3.827,-0.018,11:46:47,24-09-2024
bcp,bank,3.721,-0.013,3.807,-0.015,11:46:47,24-09-2024
nacion,bank,3.73,0.01,3.8,-0.1,11:46:47,24-09-2024
Yuan,currency,0.482,0.012,0.56,0.0,11:46:47,24-09-2024
canada,currency,2.75,0.03,2.86,0.03,11:46:47,24-09-2024
euro ocoña,currency,4.34,0.01,4.36,0.01,11:46:47,24-09-2024
Libra,currency,5.14,-0.01,5.34,0.0,11:46:47,24-09-2024
scotiabank,bank,3.677,0.002,3.848,-0.001,12:23:33,24-09-2024
bbva,bank,3.695,-0.001,3.836,-0.001,12:23:33,24-09-2024
Interbank,bank,3.717,-0.001,3.824,-0.003,12:23:33,24-09-2024
bcp,bank,3.72,-0.001,3.806,-0.001,12:23:33,24-09-2024
nacion,bank,3.73,0.01,3.8,-0.1,12:23:33,24-09-2024
Yuan,currency,0.482,0.012,0.56,0.0,12:23:33,24-09-2024
canada,currency,2.75,0.03,2.86,0.03,12:23:33,24-09-2024
euro ocoña,currency,4.34,0.01,4.36,0.01,12:23:33,24-09-2024
Libra,currency,5.14,-0.01,5.34,0.0,12:23:33,24-09-2024
scotiabank,bank,3.677,0.002,3.848,-0.001,12:42:08,24-09-2024
bbva,bank,3.695,-0.001,3.836,-0.001,12:42:08,24-09-2024
Interbank,bank,3.717,-0.001,3.824,-0.003,12:42:08,24-09-2024
bcp,bank,3.72,-0.001,3.806,-0.001,12:42:08,24-09-2024
nacion,bank,3.73,0.01,3.8,-0.1,12:42:08,24-09-2024
Yuan,currency,0.482,0.012,0.56,0.0,12:42:08,24-09-2024
canada,currency,2.75,0.03,2.86,0.03,12:42:08,24-09-2024
euro ocoña,currency,4.34,0.01,4.36,0.01,12:42:08,24-09-2024
Libra,currency,5.14,-0.01,5.34,0.0,12:42:08,24-09-2024
scotiabank,bank,3.677,0.002,3.848,-0.001,13:32:02,24-09-2024
bbva,bank,3.695,-0.001,3.836,-0.001,13:32:02,24-09-2024
Interbank,bank,3.717,-0.001,3.824,-0.003,13:32:02,24-09-2024
bcp,bank,3.72,-0.001,3.806,-0.001,13:32:02,24-09-2024
nacion,bank,3.73,0.01,3.8,-0.1,13:32:02,24-09-2024
Yuan,currency,0.482,0.012,0.56,0.0,13:32:02,24-09-2024
canada,currency,2.75,0.03,2.86,0.03,13:32:02,24-09-2024
euro ocoña,currency,4.34,0.01,4.36,0.01,13:32:02,24-09-2024
Libra,currency,5.14,-0.01,5.34,0.0,13:32:02,24-09-2024
scotiabank,bank,3.677,0.002,3.848,-0.001,13:46:39,24-09-2024
bbva,bank,3.695,-0.001,3.836,-0.001,13:46:39,24-09-2024
Interbank,bank,3.717,-0.001,3.824,-0.003,13:46:39,24-09-2024
bcp,bank,3.72,-0.001,3.806,-0.001,13:46:39,24-09-2024
nacion,bank,3.73,0.01,3.8,-0.1,13:46:39,24-09-2024
Yuan,currency,0.482,0.012,0.56,0.0,13:46:39,24-09-2024
canada,currency,2.75,0.03,2.86,0.03,13:46:39,24-09-2024
euro ocoña,currency,4.34,0.01,4.36,0.01,13:46:39,24-09-2024
Libra,currency,5.14,-0.01,5.34,0.0,13:46:39,24-09-2024
bbva,bank,3.66,-0.035,3.836,0.0,14:17:47,24-09-2024
scotiabank,bank,3.675,-0.002,3.851,0.003,14:17:47,24-09-2024
Interbank,bank,3.71,-0.007,3.835,0.011,14:17:47,24-09-2024
bcp,bank,3.72,0.0,3.806,0.0,14:17:47,24-09-2024
nacion,bank,3.73,0.01,3.8,-0.1,14:17:47,24-09-2024
Yuan,currency,0.482,0.012,0.56,0.0,14:17:47,24-09-2024
canada,currency,2.75,0.03,2.86,0.03,14:17:47,24-09-2024
