name,type,buy_cost,buy_variation,sale_cost,sale_variation,time,day
bbva,bank,3.658,-0.027,3.83,-0.001,08:28:36,19-09-2024
scotiabank,bank,3.665,-0.007,3.837,-0.005,08:28:36,19-09-2024
Interbank,bank,3.687,-0.012,3.82,0.007,08:28:36,19-09-2024
bcp,bank,3.708,-0.008,3.795,-0.008,08:28:36,19-09-2024
nacion,bank,3.72,-0.02,3.8,-0.02,08:28:36,19-09-2024
Yuan,currency,0.482,0.012,0.56,0.0,08:28:36,19-09-2024
canada,currency,2.73,-0.02,2.83,-0.03,08:28:36,19-09-2024
euro ocoña,currency,4.296,-0.004,4.315,-0.005,08:28:36,19-09-2024
Libra,currency,5.15,5.15,0.0,-5.3,08:28:36,19-09-2024
bbva,bank,3.658,-0.027,3.83,-0.001,08:41:38,19-09-2024
scotiabank,bank,3.665,-0.007,3.837,-0.005,08:41:38,19-09-2024
Interbank,bank,3.687,-0.012,3.82,0.007,08:41:38,19-09-2024
bcp,bank,3.708,-0.008,3.795,-0.008,08:41:38,19-09-2024
nacion,bank,3.72,-0.02,3.8,-0.02,08:41:38,19-09-2024
Yuan,currency,0.482,0.012,0.56,0.0,08:41:38,19-09-2024
canada,currency,2.73,-0.02,2.83,-0.03,08:41:38,19-09-2024
euro ocoña,currency,4.296,-0.004,4.315,-0.005,08:41:38,19-09-2024
Libra,currency,5.15,5.15,0.0,-5.3,08:41:38,19-09-2024
scotiabank,bank,3.671,0.006,3.842,0.005,09:22:46,19-09-2024
bbva,bank,3.677,0.019,3.827,-0.003,09:22:46,19-09-2024
Interbank,bank,3.699,0.012,3.814,-0.006,09:22:46,19-09-2024
bcp,bank,3.713,0.005,3.799,0.004,09:22:46,19-09-2024
nacion,bank,3.72,-0.02,3.8,-0.02,09:22:46,19-09-2024
Yuan,currency,0.482,0.012,0.56,0.0,09:22:46,19-09-2024
canada,currency,2.73,-0.02,2.83,-0.03,09:22:46,19-09-2024
euro ocoña,currency,4.296,-0.004,4.315,-0.005,09:22:46,19-09-2024
Libra,currency,5.15,5.15,0.0,-5.3,09:22:46,19-09-2024
scotiabank,bank,3.671,0.006,3.842,0.005,09:42:22,19-09-2024
bbva,bank,3.677,0.019,3.827,-0.003,09:42:22,19-09-2024
Interbank,bank,3.699,0.012,3.814,-0.006,09:42:22,19-09-2024
bcp,bank,3.713,0.005,3.799,0.004,09:42:22,19-09-2024
nacion,bank,3.72,-0.02,3.8,-0.02,09:42:22,19-09-2024
Yuan,currency,0.482,0.012,0.56,0.0,09:42:22,19-09-2024
canada,currency,2.73,-0.02,2.83,-0.03,09:42:22,19-09-2024
euro ocoña,currency,4.296,-0.004,4.315,-0.005,09:42:22,19-09-2024
Libra,currency,5.15,5.15,0.0,-5.3,09:42:22,19-09-2024
scotiabank,bank,3.671,0.006,3.842,0.005,10:25:11,19-09-2024
bbva,bank,3.677,0.019,3.827,-0.003,10:25:11,19-09-2024
Interbank,bank,3.699,0.012,3.814,-0.006,10:25:11,19-09-2024
bcp,bank,3.713,0.005,3.799,0.004,10:25:11,19-09-2024
nacion,bank,3.72,0.0,3.9,0.1,10:25:11,19-09-2024
Yuan,currency,0.482,0.012,0.56,0.0,10:25:11,19-09-2024
canada,currency,2.73,-0.02,2.83,-0.03,10:25:11,19-09-2024
euro ocoña,currency,4.285,-0.011,4.305,-0.01,10:25:11,19-09-2024
Libra,currency,5.15,5.15,0.0,-5.3,10:25:11,19-09-2024
scotiabank,bank,3.671,0.006,3.842,0.005,10:41:48,19-09-2024
bbva,bank,3.677,0.019,3.827,-0.003,10:41:48,19-09-2024
Interbank,bank,3.699,0.012,3.814,-0.006,10:41:48,19-09-2024
bcp,bank,3.713,0.005,3.799,0.004,10:41:48,19-09-2024
nacion,bank,3.72,0.0,3.9,0.1,10:41:48,19-09-2024
Yuan,currency,0.482,0.012,0.56,0.0,10:41:48,19-09-2024
canada,currency,2.72,-0.01,2.83,0.0,10:41:48,19-09-2024
euro ocoña,currency,4.285,-0.011,4.305,-0.01,10:41:48,19-09-2024
Libra,currency,5.15,5.15,0.0,-5.3,10:41:48,19-09-2024
scotiabank,bank,3.671,0.006,3.842,0.005,11:29:16,19-09-2024
bbva,bank,3.677,0.019,3.827,-0.003,11:29:16,19-09-2024
Interbank,bank,3.699,0.012,3.814,-0.006,11:29:16,19-09-2024
bcp,bank,3.713,0.005,3.799,0.004,11:29:16,19-09-2024
nacion,bank,3.72,0.0,3.9,0.1,11:29:16,19-09-2024
Yuan,currency,0.482,0.012,0.56,0.0,11:29:16,19-09-2024
canada,currency,2.72,-0.01,2.83,0.0,11:29:16,19-09-2024
euro ocoña,currency,4.285,-0.011,4.305,-0.01,11:29:16,19-09-2024
Libra,currency,5.15,5.15,0.0,-5.3,11:29:16,19-09-2024
