name,type,buy_cost,buy_variation,sale_cost,sale_variation,time,day
bbva,bank,3.684,-0.027,3.858,0.001,08:28:05,12-09-2024
scotiabank,bank,3.691,-0.007,3.87,0.001,08:28:05,12-09-2024
Interbank,bank,3.715,-0.013,3.835,0.005,08:28:05,12-09-2024
bcp,bank,3.735,-0.007,3.822,-0.005,08:28:05,12-09-2024
nacion,bank,3.76,0.0,3.84,0.0,08:28:05,12-09-2024
Yuan,currency,0.47,0.01,0.56,0.01,08:28:05,12-09-2024
canada,currency,2.755,-0.005,2.869,0.004,08:28:05,12-09-2024
euro ocoña,currency,4.285,-0.025,4.305,-0.025,08:28:05,12-09-2024
Libra,currency,5.016,0.0,5.128,-0.032,08:28:05,12-09-2024
bbva,bank,3.684,-0.027,3.858,0.001,08:41:01,12-09-2024
scotiabank,bank,3.691,-0.007,3.87,0.001,08:41:01,12-09-2024
Interbank,bank,3.715,-0.013,3.835,0.005,08:41:01,12-09-2024
bcp,bank,3.735,-0.007,3.822,-0.005,08:41:01,12-09-2024
nacion,bank,3.76,0.0,3.84,0.0,08:41:01,12-09-2024
Yuan,currency,0.47,0.01,0.56,0.01,08:41:01,12-09-2024
canada,currency,2.755,-0.005,2.869,0.004,08:41:01,12-09-2024
euro ocoña,currency,4.285,-0.025,4.305,-0.025,08:41:01,12-09-2024
Libra,currency,5.016,0.0,5.128,-0.032,08:41:01,12-09-2024
scotiabank,bank,3.691,-0.007,3.87,0.001,09:24:58,12-09-2024
bbva,bank,3.692,0.008,3.847,-0.011,09:24:58,12-09-2024
Interbank,bank,3.71,-0.005,3.821,-0.014,09:24:58,12-09-2024
bcp,bank,3.723,-0.012,3.817,-0.005,09:24:58,12-09-2024
nacion,bank,3.76,0.0,3.84,0.0,09:24:58,12-09-2024
Yuan,currency,0.47,0.01,0.56,0.01,09:24:58,12-09-2024
canada,currency,2.755,-0.005,2.869,0.004,09:24:58,12-09-2024
euro ocoña,currency,4.285,-0.025,4.305,-0.025,09:24:58,12-09-2024
Libra,currency,5.016,0.0,5.128,-0.032,09:24:58,12-09-2024
scotiabank,bank,3.691,-0.007,3.87,0.001,09:42:50,12-09-2024
bbva,bank,3.692,0.008,3.847,-0.011,09:42:50,12-09-2024
Interbank,bank,3.71,-0.005,3.821,-0.014,09:42:50,12-09-2024
bcp,bank,3.723,-0.012,3.817,-0.005,09:42:50,12-09-2024
