name,type,buy_cost,buy_variation,sale_cost,sale_variation,time,day
bbva,bank,3.649,-0.019,3.83,0.016,08:26:39,29-08-2024
scotiabank,bank,3.65,-0.005,3.825,0.0,08:26:39,29-08-2024
Interbank,bank,3.666,-0.01,3.797,0.003,08:26:39,29-08-2024
bcp,bank,3.695,-0.003,3.781,-0.003,08:26:39,29-08-2024
nacion,bank,3.73,0.0,3.79,0.0,08:26:39,29-08-2024
Yuan,currency,0.46,0.01,0.55,0.01,08:26:39,29-08-2024
canada,currency,2.735,0.0,2.82,0.0,08:26:39,29-08-2024
euro ocoña,currency,4.223,0.013,4.245,0.015,08:26:39,29-08-2024
Libra,currency,4.96,0.11,5.02,0.03,08:26:39,29-08-2024
bbva,bank,3.649,-0.019,3.83,0.016,08:40:03,29-08-2024
scotiabank,bank,3.65,-0.005,3.825,0.0,08:40:03,29-08-2024
Interbank,bank,3.666,-0.01,3.797,0.003,08:40:03,29-08-2024
bcp,bank,3.695,-0.003,3.781,-0.003,08:40:03,29-08-2024
nacion,bank,3.73,0.0,3.79,0.0,08:40:03,29-08-2024
Yuan,currency,0.46,0.01,0.55,0.01,08:40:03,29-08-2024
canada,currency,2.735,0.0,2.82,0.0,08:40:03,29-08-2024
euro ocoña,currency,4.223,0.013,4.245,0.015,08:40:03,29-08-2024
Libra,currency,4.96,0.11,5.02,0.03,08:40:03,29-08-2024
scotiabank,bank,3.661,0.011,3.832,0.007,09:23:32,29-08-2024
Interbank,bank,3.666,-0.01,3.797,0.003,09:23:32,29-08-2024
bbva,bank,3.673,0.024,3.82,-0.01,09:23:32,29-08-2024
bcp,bank,3.705,0.01,3.789,0.008,09:23:32,29-08-2024
nacion,bank,3.73,0.0,3.79,0.0,09:23:32,29-08-2024
Yuan,currency,0.46,0.01,0.55,0.01,09:23:32,29-08-2024
canada,currency,2.735,0.0,2.82,0.0,09:23:32,29-08-2024
euro ocoña,currency,4.223,0.013,4.245,0.015,09:23:32,29-08-2024
Libra,currency,4.96,0.11,5.02,0.03,09:23:32,29-08-2024
scotiabank,bank,3.661,0.011,3.832,0.007,09:42:02,29-08-2024
Interbank,bank,3.666,-0.01,3.797,0.003,09:42:02,29-08-2024
bbva,bank,3.673,0.024,3.82,-0.01,09:42:02,29-08-2024
bcp,bank,3.705,0.01,3.789,0.008,09:42:02,29-08-2024
nacion,bank,3.73,0.0,3.79,0.0,09:42:02,29-08-2024
Yuan,currency,0.46,0.01,0.55,0.01,09:42:02,29-08-2024
canada,currency,2.735,0.0,2.82,0.0,09:42:02,29-08-2024
euro ocoña,currency,4.223,0.013,4.245,0.015,09:42:02,29-08-2024
Libra,currency,4.96,0.11,5.02,0.03,09:42:02,29-08-2024
scotiabank,bank,3.661,0.011,3.832,0.007,10:24:57,29-08-2024
Interbank,bank,3.666,-0.01,3.797,0.003,10:24:57,29-08-2024
bbva,bank,3.673,0.024,3.82,-0.01,10:24:57,29-08-2024
bcp,bank,3.705,0.01,3.789,0.008,10:24:57,29-08-2024
nacion,bank,3.73,0.0,3.79,0.0,10:24:57,29-08-2024
Yuan,currency,0.46,0.01,0.55,0.01,10:24:57,29-08-2024
canada,currency,2.735,0.0,2.82,0.0,10:24:57,29-08-2024
euro ocoña,currency,4.223,0.013,4.245,0.015,10:24:57,29-08-2024
Libra,currency,4.96,0.11,5.02,0.03,10:24:57,29-08-2024
scotiabank,bank,3.661,0.011,3.832,0.007,10:45:50,29-08-2024
Interbank,bank,3.666,-0.01,3.797,0.003,10:45:50,29-08-2024
bbva,bank,3.673,0.024,3.82,-0.01,10:45:50,29-08-2024
bcp,bank,3.705,0.01,3.789,0.008,10:45:50,29-08-2024
nacion,bank,3.73,0.0,3.79,0.0,10:45:50,29-08-2024
Yuan,currency,0.46,0.01,0.55,0.01,10:45:50,29-08-2024
canada,currency,2.735,0.0,2.82,0.0,10:45:50,29-08-2024
euro ocoña,currency,4.223,0.013,4.245,0.015,10:45:50,29-08-2024
Libra,currency,4.96,0.11,5.02,0.03,10:45:50,29-08-2024
