name,type,buy_cost,buy_variation,sale_cost,sale_variation,time,day
scotiabank,bank,3.677,-0.007,3.854,-0.001,08:43:11,16-10-2024
bbva,bank,3.682,-0.025,3.834,0.001,08:43:11,16-10-2024
Interbank,bank,3.695,-0.014,3.81,0.004,08:43:11,16-10-2024
bcp,bank,3.722,-0.006,3.808,-0.005,08:43:11,16-10-2024
nacion,bank,3.73,0.0,3.8,0.0,08:43:11,16-10-2024
Yuan,currency,0.5,0.01,0.555,0.0,08:43:11,16-10-2024
canada,currency,2.7,-0.03,2.83,-0.02,08:43:11,16-10-2024
euro ocoña,currency,4.251,0.01,4.275,0.014,08:43:11,16-10-2024
Libra,currency,5.01,-0.01,5.14,0.0,08:43:11,16-10-2024
scotiabank,bank,3.677,-0.007,3.854,-0.001,09:23:34,16-10-2024
Interbank,bank,3.708,0.013,3.81,0.0,09:23:34,16-10-2024
bbva,bank,3.709,0.027,3.836,0.002,09:23:34,16-10-2024
bcp,bank,3.728,0.006,3.817,0.009,09:23:34,16-10-2024
nacion,bank,3.74,0.01,3.81,0.01,09:23:34,16-10-2024
Yuan,currency,0.5,0.01,0.555,0.0,09:23:34,16-10-2024
canada,currency,2.7,-0.03,2.83,-0.02,09:23:34,16-10-2024
euro ocoña,currency,4.251,0.01,4.275,0.014,09:23:34,16-10-2024
Libra,currency,5.01,-0.01,5.14,0.0,09:23:34,16-10-2024
scotiabank,bank,3.677,-0.007,3.854,-0.001,09:43:27,16-10-2024
Interbank,bank,3.708,0.013,3.81,0.0,09:43:27,16-10-2024
bbva,bank,3.709,0.027,3.836,0.002,09:43:27,16-10-2024
bcp,bank,3.728,0.006,3.817,0.009,09:43:27,16-10-2024
nacion,bank,3.74,0.01,3.81,0.01,09:43:27,16-10-2024
Yuan,currency,0.5,0.01,0.555,0.0,09:43:27,16-10-2024
canada,currency,2.7,-0.03,2.83,-0.02,09:43:27,16-10-2024
euro ocoña,currency,4.251,0.01,4.275,0.014,09:43:27,16-10-2024
Libra,currency,5.01,-0.01,5.14,0.0,09:43:27,16-10-2024
scotiabank,bank,3.677,-0.007,3.854,-0.001,10:25:38,16-10-2024
Interbank,bank,3.708,0.013,3.81,0.0,10:25:38,16-10-2024
bbva,bank,3.709,0.027,3.836,0.002,10:25:38,16-10-2024
bcp,bank,3.728,0.006,3.817,0.009,10:25:38,16-10-2024
nacion,bank,3.74,0.01,3.81,0.01,10:25:38,16-10-2024
Yuan,currency,0.5,0.01,0.555,0.0,10:25:38,16-10-2024
canada,currency,2.7,-0.03,2.83,-0.02,10:25:38,16-10-2024
euro ocoña,currency,4.251,0.01,4.275,0.014,10:25:38,16-10-2024
Libra,currency,5.01,-0.01,5.14,0.0,10:25:38,16-10-2024
scotiabank,bank,3.677,-0.007,3.854,-0.001,10:42:54,16-10-2024
Interbank,bank,3.708,0.013,3.81,0.0,10:42:54,16-10-2024
bbva,bank,3.709,0.027,3.836,0.002,10:42:54,16-10-2024
bcp,bank,3.728,0.006,3.817,0.009,10:42:54,16-10-2024
nacion,bank,3.74,0.01,3.81,0.01,10:42:54,16-10-2024
Yuan,currency,0.5,0.01,0.555,0.0,10:42:54,16-10-2024
canada,currency,2.7,-0.03,2.83,-0.02,10:42:54,16-10-2024
euro ocoña,currency,4.251,0.01,4.275,0.014,10:42:54,16-10-2024
Libra,currency,5.01,-0.01,5.14,0.0,10:42:54,16-10-2024
scotiabank,bank,3.677,-0.007,3.854,-0.001,11:29:54,16-10-2024
Interbank,bank,3.708,0.013,3.81,0.0,11:29:54,16-10-2024
bbva,bank,3.709,0.027,3.836,0.002,11:29:54,16-10-2024
bcp,bank,3.728,0.006,3.817,0.009,11:29:54,16-10-2024
nacion,bank,3.74,0.01,3.81,0.01,11:29:54,16-10-2024
Yuan,currency,0.5,0.01,0.555,0.0,11:29:54,16-10-2024
canada,currency,2.7,-0.03,2.83,-0.02,11:29:54,16-10-2024
euro ocoña,currency,4.251,0.01,4.275,0.014,11:29:54,16-10-2024
Libra,currency,5.01,-0.01,5.14,0.0,11:29:54,16-10-2024
scotiabank,bank,3.677,-0.007,3.854,-0.001,11:45:50,16-10-2024
Interbank,bank,3.708,0.013,3.81,0.0,11:45:50,16-10-2024
bbva,bank,3.709,0.027,3.836,0.002,11:45:50,16-10-2024
bcp,bank,3.728,0.006,3.817,0.009,11:45:50,16-10-2024
nacion,bank,3.74,0.01,3.81,0.01,11:45:50,16-10-2024
Yuan,currency,0.5,0.01,0.555,0.0,11:45:50,16-10-2024
canada,currency,2.7,-0.03,2.83,-0.02,11:45:50,16-10-2024
euro ocoña,currency,4.251,0.01,4.275,0.014,11:45:50,16-10-2024
Libra,currency,5.01,-0.01,5.14,0.0,11:45:50,16-10-2024
scotiabank,bank,3.685,0.008,3.856,0.002,12:23:53,16-10-2024
bbva,bank,3.707,-0.002,3.833,-0.003,12:23:53,16-10-2024
Interbank,bank,3.71,0.002,3.806,-0.004,12:23:53,16-10-2024
bcp,bank,3.728,0.0,3.813,-0.004,12:23:53,16-10-2024
nacion,bank,3.74,0.01,3.81,0.01,12:23:53,16-10-2024
Yuan,currency,0.5,0.01,0.555,0.0,12:23:53,16-10-2024
canada,currency,2.7,-0.03,2.83,-0.02,12:23:53,16-10-2024
euro ocoña,currency,4.251,0.01,4.275,0.014,12:23:53,16-10-2024
Libra,currency,5.01,-0.01,5.14,0.0,12:23:53,16-10-2024
scotiabank,bank,3.685,0.008,3.856,0.002,12:43:09,16-10-2024
bbva,bank,3.707,-0.002,3.833,-0.003,12:43:09,16-10-2024
Interbank,bank,3.71,0.002,3.806,-0.004,12:43:09,16-10-2024
bcp,bank,3.728,0.0,3.813,-0.004,12:43:09,16-10-2024
nacion,bank,3.74,0.01,3.81,0.01,12:43:09,16-10-2024
Yuan,currency,0.5,0.01,0.555,0.0,12:43:09,16-10-2024
canada,currency,2.7,-0.03,2.83,-0.02,12:43:09,16-10-2024
euro ocoña,currency,4.251,0.01,4.275,0.014,12:43:09,16-10-2024
Libra,currency,5.01,-0.01,5.14,0.0,12:43:09,16-10-2024
scotiabank,bank,3.685,0.008,3.856,0.002,13:31:59,16-10-2024
bbva,bank,3.707,-0.002,3.833,-0.003,13:31:59,16-10-2024
Interbank,bank,3.71,0.002,3.806,-0.004,13:31:59,16-10-2024
