name,type,buy_cost,buy_variation,sale_cost,sale_variation,time,day
bbva,bank,3.658,-0.015,3.843,0.024,08:27:15,26-08-2024
scotiabank,bank,3.663,0.003,3.838,0.007,08:27:15,26-08-2024
Interbank,bank,3.675,-0.005,3.8,0.008,08:27:15,26-08-2024
bcp,bank,3.703,0.0,3.793,0.004,08:27:15,26-08-2024
nacion,bank,3.73,0.0,3.79,0.0,08:27:15,26-08-2024
Yuan,currency,0.45,-0.01,0.54,0.0,08:27:15,26-08-2024
canada,currency,2.65,-0.04,2.795,-0.005,08:27:15,26-08-2024
euro ocoña,currency,4.213,0.0,4.23,0.01,08:27:15,26-08-2024
Libra,currency,4.85,-0.01,4.99,0.0,08:27:15,26-08-2024
bbva,bank,3.658,-0.015,3.843,0.024,08:40:09,26-08-2024
scotiabank,bank,3.663,0.003,3.838,0.007,08:40:09,26-08-2024
Interbank,bank,3.675,-0.005,3.8,0.008,08:40:09,26-08-2024
bcp,bank,3.703,0.0,3.793,0.004,08:40:09,26-08-2024
nacion,bank,3.73,0.0,3.79,0.0,08:40:09,26-08-2024
Yuan,currency,0.45,-0.01,0.54,0.0,08:40:09,26-08-2024
canada,currency,2.65,-0.04,2.795,-0.005,08:40:09,26-08-2024
euro ocoña,currency,4.213,0.0,4.23,0.01,08:40:09,26-08-2024
Libra,currency,4.85,-0.01,4.99,0.0,08:40:09,26-08-2024
scotiabank,bank,3.66,-0.003,3.836,-0.002,09:21:54,26-08-2024
bbva,bank,3.673,0.015,3.824,-0.019,09:21:54,26-08-2024
Interbank,bank,3.681,0.006,3.804,0.004,09:21:54,26-08-2024
bcp,bank,3.703,0.0,3.794,0.001,09:21:54,26-08-2024
nacion,bank,3.73,0.0,3.79,0.0,09:21:54,26-08-2024
Yuan,currency,0.45,-0.01,0.54,0.0,09:21:54,26-08-2024
canada,currency,2.65,-0.04,2.795,-0.005,09:21:54,26-08-2024
euro ocoña,currency,4.213,0.0,4.23,0.01,09:21:54,26-08-2024
Libra,currency,4.85,-0.01,4.99,0.0,09:21:54,26-08-2024
scotiabank,bank,3.66,-0.003,3.836,-0.002,09:40:19,26-08-2024
bbva,bank,3.673,0.015,3.824,-0.019,09:40:19,26-08-2024
Interbank,bank,3.681,0.006,3.804,0.004,09:40:19,26-08-2024
bcp,bank,3.703,0.0,3.794,0.001,09:40:19,26-08-2024
nacion,bank,3.73,0.0,3.79,0.0,09:40:19,26-08-2024
Yuan,currency,0.45,-0.01,0.54,0.0,09:40:19,26-08-2024
canada,currency,2.65,-0.04,2.795,-0.005,09:40:19,26-08-2024
euro ocoña,currency,4.213,0.0,4.23,0.01,09:40:19,26-08-2024
Libra,currency,4.85,-0.01,4.99,0.0,09:40:19,26-08-2024
scotiabank,bank,3.66,-0.003,3.836,-0.002,10:22:52,26-08-2024
bbva,bank,3.673,0.015,3.824,-0.019,10:22:52,26-08-2024
Interbank,bank,3.681,0.006,3.804,0.004,10:22:52,26-08-2024
bcp,bank,3.703,0.0,3.794,0.001,10:22:52,26-08-2024
nacion,bank,3.73,0.0,3.79,0.0,10:22:52,26-08-2024
Yuan,currency,0.45,-0.01,0.54,0.0,10:22:52,26-08-2024
canada,currency,2.65,-0.04,2.795,-0.005,10:22:52,26-08-2024
euro ocoña,currency,4.205,0.0,4.215,0.0,10:22:52,26-08-2024
Libra,currency,4.85,-0.01,4.99,0.0,10:22:52,26-08-2024
scotiabank,bank,3.66,-0.003,3.836,-0.002,10:40:17,26-08-2024
bbva,bank,3.673,0.015,3.824,-0.019,10:40:17,26-08-2024
Interbank,bank,3.681,0.006,3.804,0.004,10:40:17,26-08-2024
bcp,bank,3.703,0.0,3.794,0.001,10:40:17,26-08-2024
nacion,bank,3.73,0.0,3.79,0.0,10:40:17,26-08-2024
Yuan,currency,0.45,-0.01,0.54,0.0,10:40:17,26-08-2024
canada,currency,2.65,-0.04,2.795,-0.005,10:40:17,26-08-2024
euro ocoña,currency,4.205,0.0,4.215,0.0,10:40:17,26-08-2024
Libra,currency,4.85,-0.01,4.99,0.0,10:40:17,26-08-2024
scotiabank,bank,3.66,-0.003,3.836,-0.002,11:28:24,26-08-2024
bbva,bank,3.673,0.015,3.824,-0.019,11:28:24,26-08-2024
Interbank,bank,3.681,0.006,3.804,0.004,11:28:24,26-08-2024
bcp,bank,3.703,0.0,3.794,0.001,11:28:24,26-08-2024
nacion,bank,3.73,0.0,3.79,0.0,11:28:24,26-08-2024
Yuan,currency,0.45,-0.01,0.54,0.0,11:28:24,26-08-2024
canada,currency,2.73,0.08,2.81,0.015,11:28:24,26-08-2024
euro ocoña,currency,4.205,0.0,4.215,0.0,11:28:24,26-08-2024
Libra,currency,4.85,-0.01,4.99,0.0,11:28:24,26-08-2024
scotiabank,bank,3.66,-0.003,3.836,-0.002,11:44:50,26-08-2024
bbva,bank,3.673,0.015,3.824,-0.019,11:44:50,26-08-2024
Interbank,bank,3.681,0.006,3.804,0.004,11:44:50,26-08-2024
bcp,bank,3.703,0.0,3.794,0.001,11:44:50,26-08-2024
nacion,bank,3.73,0.0,3.79,0.0,11:44:50,26-08-2024
Yuan,currency,0.45,-0.01,0.54,0.0,11:44:50,26-08-2024
canada,currency,2.73,0.08,2.81,0.015,11:44:50,26-08-2024
euro ocoña,currency,4.205,0.0,4.215,0.0,11:44:50,26-08-2024
Libra,currency,4.85,-0.01,4.99,0.0,11:44:50,26-08-2024
