name,type,buy_cost,buy_variation,sale_cost,sale_variation,time,day
bbva,bank,3.634,-0.038,3.795,-0.004,08:27:14,20-12-2024
bcp,bank,3.676,-0.018,3.772,-0.008,08:27:14,20-12-2024
Interbank,bank,3.69,-0.017,3.77,0.002,08:27:14,20-12-2024
nacion,bank,3.69,0.0,3.77,0.0,08:27:14,20-12-2024
scotiabank,bank,3.7,-0.053,3.745,0.023,08:27:14,20-12-2024
Yuan,currency,0.51,-0.01,0.58,0.0,08:27:14,20-12-2024
canada,currency,2.53,0.05,2.66,-0.02,08:27:14,20-12-2024
euro ocoña,currency,4.0,-0.01,4.044,0.0,08:27:14,20-12-2024
Libra,currency,4.785,0.03,4.975,0.09,08:27:14,20-12-2024
bbva,bank,3.634,-0.038,3.795,-0.004,08:40:39,20-12-2024
bcp,bank,3.676,-0.018,3.772,-0.008,08:40:39,20-12-2024
Interbank,bank,3.69,-0.017,3.77,0.002,08:40:39,20-12-2024
nacion,bank,3.69,0.0,3.77,0.0,08:40:39,20-12-2024
scotiabank,bank,3.7,-0.053,3.745,0.023,08:40:39,20-12-2024
Yuan,currency,0.51,-0.01,0.58,0.0,08:40:39,20-12-2024
canada,currency,2.53,0.05,2.66,-0.02,08:40:39,20-12-2024
euro ocoña,currency,4.0,-0.01,4.044,0.0,08:40:39,20-12-2024
Libra,currency,4.785,0.03,4.975,0.09,08:40:39,20-12-2024
bbva,bank,3.65,0.016,3.787,-0.008,09:22:38,20-12-2024
bcp,bank,3.67,-0.006,3.767,-0.005,09:22:38,20-12-2024
Interbank,bank,3.682,-0.008,3.755,-0.015,09:22:38,20-12-2024
nacion,bank,3.69,0.0,3.77,0.0,09:22:38,20-12-2024
scotiabank,bank,3.7,-0.053,3.745,0.023,09:22:38,20-12-2024
Yuan,currency,0.51,-0.01,0.58,0.0,09:22:38,20-12-2024
canada,currency,2.53,0.05,2.66,-0.02,09:22:38,20-12-2024
euro ocoña,currency,4.0,-0.01,4.044,0.0,09:22:38,20-12-2024
Libra,currency,4.785,0.03,4.975,0.09,09:22:38,20-12-2024
