name,type,buy_cost,buy_variation,sale_cost,sale_variation,time,day
scotiabank,bank,3.673,0.003,3.844,0.003,08:30:40,15-10-2024
bbva,bank,3.676,-0.017,3.828,0.009,08:30:40,15-10-2024
Interbank,bank,3.7,0.0,3.81,0.014,08:30:40,15-10-2024
bcp,bank,3.716,0.003,3.802,0.004,08:30:40,15-10-2024
nacion,bank,3.73,0.0,3.8,0.0,08:30:40,15-10-2024
Yuan,currency,0.5,0.01,0.555,0.0,08:30:40,15-10-2024
canada,currency,2.7,-0.03,2.83,-0.02,08:30:40,15-10-2024
euro ocoña,currency,4.241,0.01,4.261,0.006,08:30:40,15-10-2024
Libra,currency,5.01,-0.01,5.14,0.0,08:30:40,15-10-2024
scotiabank,bank,3.673,0.003,3.844,0.003,08:43:25,15-10-2024
bbva,bank,3.676,-0.017,3.828,0.009,08:43:25,15-10-2024
Interbank,bank,3.7,0.0,3.81,0.014,08:43:25,15-10-2024
bcp,bank,3.716,0.003,3.802,0.004,08:43:25,15-10-2024
nacion,bank,3.73,0.0,3.8,0.0,08:43:25,15-10-2024
Yuan,currency,0.5,0.01,0.555,0.0,08:43:25,15-10-2024
canada,currency,2.7,-0.03,2.83,-0.02,08:43:25,15-10-2024
euro ocoña,currency,4.241,0.01,4.261,0.006,08:43:25,15-10-2024
Libra,currency,5.01,-0.01,5.14,0.0,08:43:25,15-10-2024
scotiabank,bank,3.687,0.014,3.857,0.013,09:23:45,15-10-2024
bbva,bank,3.709,0.033,3.835,0.007,09:23:45,15-10-2024
Interbank,bank,3.71,0.01,3.806,-0.004,09:23:45,15-10-2024
nacion,bank,3.73,0.0,3.8,0.0,09:23:45,15-10-2024
bcp,bank,3.731,0.015,3.816,0.014,09:23:45,15-10-2024
Yuan,currency,0.5,0.01,0.555,0.0,09:23:45,15-10-2024
canada,currency,2.7,-0.03,2.83,-0.02,09:23:45,15-10-2024
euro ocoña,currency,4.241,0.01,4.261,0.006,09:23:45,15-10-2024
Libra,currency,5.01,-0.01,5.14,0.0,09:23:45,15-10-2024
scotiabank,bank,3.687,0.014,3.857,0.013,09:43:30,15-10-2024
bbva,bank,3.709,0.033,3.835,0.007,09:43:30,15-10-2024
Interbank,bank,3.71,0.01,3.806,-0.004,09:43:30,15-10-2024
nacion,bank,3.73,0.0,3.8,0.0,09:43:30,15-10-2024
bcp,bank,3.731,0.015,3.816,0.014,09:43:30,15-10-2024
Yuan,currency,0.5,0.01,0.555,0.0,09:43:30,15-10-2024
canada,currency,2.7,-0.03,2.83,-0.02,09:43:30,15-10-2024
euro ocoña,currency,4.241,0.01,4.261,0.006,09:43:30,15-10-2024
Libra,currency,5.01,-0.01,5.14,0.0,09:43:30,15-10-2024
scotiabank,bank,3.687,0.014,3.857,0.013,10:25:37,15-10-2024
bbva,bank,3.709,0.033,3.835,0.007,10:25:37,15-10-2024
Interbank,bank,3.71,0.01,3.806,-0.004,10:25:37,15-10-2024
nacion,bank,3.73,0.0,3.8,0.0,10:25:37,15-10-2024
bcp,bank,3.731,0.015,3.816,0.014,10:25:37,15-10-2024
Yuan,currency,0.5,0.01,0.555,0.0,10:25:37,15-10-2024
canada,currency,2.7,-0.03,2.83,-0.02,10:25:37,15-10-2024
euro ocoña,currency,4.241,0.01,4.261,0.006,10:25:37,15-10-2024
Libra,currency,5.01,-0.01,5.14,0.0,10:25:37,15-10-2024
scotiabank,bank,3.687,0.014,3.857,0.013,10:42:35,15-10-2024
bbva,bank,3.709,0.033,3.835,0.007,10:42:35,15-10-2024
Interbank,bank,3.71,0.01,3.806,-0.004,10:42:35,15-10-2024
nacion,bank,3.73,0.0,3.8,0.0,10:42:35,15-10-2024
bcp,bank,3.731,0.015,3.816,0.014,10:42:35,15-10-2024
Yuan,currency,0.5,0.01,0.555,0.0,10:42:35,15-10-2024
canada,currency,2.7,-0.03,2.83,-0.02,10:42:35,15-10-2024
euro ocoña,currency,4.241,0.01,4.261,0.006,10:42:35,15-10-2024
Libra,currency,5.01,-0.01,5.14,0.0,10:42:35,15-10-2024
scotiabank,bank,3.687,0.014,3.857,0.013,11:30:04,15-10-2024
bbva,bank,3.709,0.033,3.835,0.007,11:30:04,15-10-2024
Interbank,bank,3.71,0.01,3.806,-0.004,11:30:04,15-10-2024
nacion,bank,3.73,0.0,3.8,0.0,11:30:04,15-10-2024
bcp,bank,3.731,0.015,3.816,0.014,11:30:04,15-10-2024
Yuan,currency,0.5,0.01,0.555,0.0,11:30:04,15-10-2024
canada,currency,2.7,-0.03,2.83,-0.02,11:30:04,15-10-2024
euro ocoña,currency,4.241,0.01,4.261,0.006,11:30:04,15-10-2024
Libra,currency,5.01,-0.01,5.14,0.0,11:30:04,15-10-2024
scotiabank,bank,3.687,0.014,3.857,0.013,11:46:56,15-10-2024
bbva,bank,3.709,0.033,3.835,0.007,11:46:56,15-10-2024
Interbank,bank,3.71,0.01,3.806,-0.004,11:46:56,15-10-2024
nacion,bank,3.73,0.0,3.8,0.0,11:46:56,15-10-2024
bcp,bank,3.731,0.015,3.816,0.014,11:46:56,15-10-2024
Yuan,currency,0.5,0.01,0.555,0.0,11:46:56,15-10-2024
canada,currency,2.7,-0.03,2.83,-0.02,11:46:56,15-10-2024
euro ocoña,currency,4.241,0.01,4.261,0.006,11:46:56,15-10-2024
Libra,currency,5.01,-0.01,5.14,0.0,11:46:56,15-10-2024
scotiabank,bank,3.684,-0.003,3.855,-0.002,12:23:23,15-10-2024
bbva,bank,3.707,-0.002,3.833,-0.002,12:23:23,15-10-2024
Interbank,bank,3.709,-0.001,3.806,0.0,12:23:23,15-10-2024
bcp,bank,3.728,-0.003,3.813,-0.003,12:23:23,15-10-2024
nacion,bank,3.73,0.0,3.8,0.0,12:23:23,15-10-2024
Yuan,currency,0.5,0.01,0.555,0.0,12:23:23,15-10-2024
canada,currency,2.7,-0.03,2.83,-0.02,12:23:23,15-10-2024
euro ocoña,currency,4.241,0.01,4.261,0.006,12:23:23,15-10-2024
Libra,currency,5.01,-0.01,5.14,0.0,12:23:23,15-10-2024
scotiabank,bank,3.684,-0.003,3.855,-0.002,12:41:57,15-10-2024
bbva,bank,3.707,-0.002,3.833,-0.002,12:41:57,15-10-2024
Interbank,bank,3.709,-0.001,3.806,0.0,12:41:57,15-10-2024
bcp,bank,3.728,-0.003,3.813,-0.003,12:41:57,15-10-2024
