name,type,buy_cost,buy_variation,sale_cost,sale_variation,time,day
bbva,bank,3.66,-0.035,3.836,0.0,08:30:49,25-09-2024
scotiabank,bank,3.675,-0.002,3.851,0.003,08:30:49,25-09-2024
Interbank,bank,3.71,-0.007,3.835,0.011,08:30:49,25-09-2024
bcp,bank,3.72,0.0,3.806,0.0,08:30:49,25-09-2024
nacion,bank,3.73,0.01,3.8,-0.1,08:30:49,25-09-2024
Yuan,currency,0.482,0.012,0.56,0.0,08:30:49,25-09-2024
canada,currency,2.75,0.03,2.86,0.03,08:30:49,25-09-2024
euro ocoña,currency,4.34,0.01,4.36,0.01,08:30:49,25-09-2024
Libra,currency,5.14,-0.01,5.34,0.0,08:30:49,25-09-2024
bbva,bank,3.66,-0.035,3.836,0.0,08:43:26,25-09-2024
scotiabank,bank,3.675,-0.002,3.851,0.003,08:43:26,25-09-2024
Interbank,bank,3.71,-0.007,3.835,0.011,08:43:26,25-09-2024
bcp,bank,3.72,0.0,3.806,0.0,08:43:26,25-09-2024
nacion,bank,3.73,0.01,3.8,-0.1,08:43:26,25-09-2024
Yuan,currency,0.482,0.012,0.56,0.0,08:43:26,25-09-2024
canada,currency,2.75,0.03,2.86,0.03,08:43:26,25-09-2024
euro ocoña,currency,4.34,0.01,4.36,0.01,08:43:26,25-09-2024
Libra,currency,5.14,-0.01,5.34,0.0,08:43:26,25-09-2024
scotiabank,bank,3.678,0.003,3.854,0.003,09:24:26,25-09-2024
bbva,bank,3.69,0.03,3.842,0.006,09:24:26,25-09-2024
Interbank,bank,3.718,0.008,3.837,0.002,09:24:26,25-09-2024
bcp,bank,3.722,0.002,3.814,0.008,09:24:26,25-09-2024
nacion,bank,3.73,0.0,3.8,0.0,09:24:26,25-09-2024
Yuan,currency,0.482,0.012,0.56,0.0,09:24:26,25-09-2024
canada,currency,2.75,0.03,2.86,0.03,09:24:26,25-09-2024
euro ocoña,currency,4.34,0.01,4.36,0.01,09:24:26,25-09-2024
Libra,currency,5.14,-0.01,5.34,0.0,09:24:26,25-09-2024
scotiabank,bank,3.678,0.003,3.854,0.003,09:43:24,25-09-2024
bbva,bank,3.69,0.03,3.842,0.006,09:43:24,25-09-2024
Interbank,bank,3.718,0.008,3.837,0.002,09:43:24,25-09-2024
bcp,bank,3.722,0.002,3.814,0.008,09:43:24,25-09-2024
nacion,bank,3.73,0.0,3.8,0.0,09:43:24,25-09-2024
Yuan,currency,0.482,0.012,0.56,0.0,09:43:24,25-09-2024
canada,currency,2.75,0.03,2.86,0.03,09:43:24,25-09-2024
euro ocoña,currency,4.34,0.01,4.36,0.01,09:43:24,25-09-2024
Libra,currency,5.14,-0.01,5.34,0.0,09:43:24,25-09-2024
scotiabank,bank,3.678,0.003,3.854,0.003,10:25:54,25-09-2024
bbva,bank,3.69,0.03,3.842,0.006,10:25:54,25-09-2024
Interbank,bank,3.718,0.008,3.837,0.002,10:25:54,25-09-2024
bcp,bank,3.722,0.002,3.814,0.008,10:25:54,25-09-2024
nacion,bank,3.73,0.0,3.8,0.0,10:25:54,25-09-2024
Yuan,currency,0.482,0.012,0.56,0.0,10:25:54,25-09-2024
canada,currency,2.75,0.03,2.86,0.03,10:25:54,25-09-2024
euro ocoña,currency,4.34,0.01,4.36,0.01,10:25:54,25-09-2024
Libra,currency,5.14,-0.01,5.34,0.0,10:25:54,25-09-2024
scotiabank,bank,3.678,0.003,3.854,0.003,10:42:37,25-09-2024
bbva,bank,3.69,0.03,3.842,0.006,10:42:37,25-09-2024
Interbank,bank,3.718,0.008,3.837,0.002,10:42:37,25-09-2024
bcp,bank,3.722,0.002,3.814,0.008,10:42:37,25-09-2024
nacion,bank,3.73,0.0,3.8,0.0,10:42:37,25-09-2024
Yuan,currency,0.482,0.012,0.56,0.0,10:42:37,25-09-2024
canada,currency,2.75,0.03,2.86,0.03,10:42:37,25-09-2024
euro ocoña,currency,4.34,0.01,4.36,0.01,10:42:37,25-09-2024
Libra,currency,5.14,-0.01,5.34,0.0,10:42:37,25-09-2024
scotiabank,bank,3.678,0.003,3.854,0.003,11:32:22,25-09-2024
bbva,bank,3.69,0.03,3.842,0.006,11:32:22,25-09-2024
Interbank,bank,3.718,0.008,3.837,0.002,11:32:22,25-09-2024
bcp,bank,3.722,0.002,3.814,0.008,11:32:22,25-09-2024
nacion,bank,3.73,0.0,3.8,0.0,11:32:22,25-09-2024
Yuan,currency,0.482,0.012,0.56,0.0,11:32:22,25-09-2024
canada,currency,2.75,0.03,2.86,0.03,11:32:22,25-09-2024
euro ocoña,currency,4.34,0.01,4.36,0.01,11:32:22,25-09-2024
Libra,currency,5.16,0.02,5.34,0.0,11:32:22,25-09-2024
scotiabank,bank,3.678,0.003,3.854,0.003,11:50:31,25-09-2024
bbva,bank,3.69,0.03,3.842,0.006,11:50:31,25-09-2024
Interbank,bank,3.718,0.008,3.837,0.002,11:50:31,25-09-2024
bcp,bank,3.722,0.002,3.814,0.008,11:50:31,25-09-2024
nacion,bank,3.73,0.0,3.8,0.0,11:50:31,25-09-2024
Yuan,currency,0.482,0.012,0.56,0.0,11:50:31,25-09-2024
canada,currency,2.75,0.03,2.86,0.03,11:50:31,25-09-2024
euro ocoña,currency,4.34,0.01,4.36,0.01,11:50:31,25-09-2024
Libra,currency,5.16,0.02,5.34,0.0,11:50:31,25-09-2024
scotiabank,bank,3.676,-0.002,3.848,-0.006,12:21:48,25-09-2024
bbva,bank,3.698,0.008,3.83,-0.012,12:21:48,25-09-2024
Interbank,bank,3.699,-0.019,3.809,-0.028,12:21:48,25-09-2024
bcp,bank,3.719,-0.003,3.806,-0.008,12:21:48,25-09-2024
nacion,bank,3.73,0.0,3.8,0.0,12:21:48,25-09-2024
Yuan,currency,0.495,0.013,0.555,-0.005,12:21:48,25-09-2024
canada,currency,2.745,-0.005,2.86,0.0,12:21:48,25-09-2024
euro ocoña,currency,4.34,0.01,4.36,0.01,12:21:48,25-09-2024
Libra,currency,5.15,-0.01,5.28,-0.06,12:21:48,25-09-2024
scotiabank,bank,3.676,-0.002,3.848,-0.006,12:41:09,25-09-2024
bbva,bank,3.698,0.008,3.83,-0.012,12:41:09,25-09-2024
Interbank,bank,3.699,-0.019,3.809,-0.028,12:41:09,25-09-2024
bcp,bank,3.719,-0.003,3.806,-0.008,12:41:09,25-09-2024
nacion,bank,3.73,0.0,3.8,0.0,12:41:09,25-09-2024
Yuan,currency,0.495,0.013,0.555,-0.005,12:41:09,25-09-2024
canada,currency,2.745,-0.005,2.86,0.0,12:41:09,25-09-2024
euro ocoña,currency,4.34,0.01,4.36,0.01,12:41:09,25-09-2024
Libra,currency,5.15,-0.01,5.28,-0.06,12:41:09,25-09-2024
scotiabank,bank,3.676,-0.002,3.848,-0.006,13:31:34,25-09-2024
bbva,bank,3.698,0.008,3.83,-0.012,13:31:34,25-09-2024
Interbank,bank,3.699,-0.019,3.809,-0.028,13:31:34,25-09-2024
bcp,bank,3.719,-0.003,3.806,-0.008,13:31:34,25-09-2024
nacion,bank,3.73,0.0,3.8,0.0,13:31:34,25-09-2024
Yuan,currency,0.495,0.013,0.555,-0.005,13:31:34,25-09-2024
canada,currency,2.745,-0.005,2.86,0.0,13:31:34,25-09-2024
euro ocoña,currency,4.34,0.01,4.36,0.01,13:31:34,25-09-2024
Libra,currency,5.15,-0.01,5.28,-0.06,13:31:34,25-09-2024
scotiabank,bank,3.676,-0.002,3.848,-0.006,13:46:22,25-09-2024
bbva,bank,3.698,0.008,3.83,-0.012,13:46:22,25-09-2024
Interbank,bank,3.699,-0.019,3.809,-0.028,13:46:22,25-09-2024
bcp,bank,3.719,-0.003,3.806,-0.008,13:46:22,25-09-2024
nacion,bank,3.73,0.0,3.8,0.0,13:46:22,25-09-2024
Yuan,currency,0.495,0.013,0.555,-0.005,13:46:22,25-09-2024
canada,currency,2.745,-0.005,2.86,0.0,13:46:22,25-09-2024
euro ocoña,currency,4.34,0.01,4.36,0.01,13:46:22,25-09-2024
Libra,currency,5.15,-0.01,5.28,-0.06,13:46:22,25-09-2024
bbva,bank,3.655,-0.043,3.821,-0.009,14:16:00,25-09-2024
scotiabank,bank,3.663,-0.013,3.842,-0.006,14:16:00,25-09-2024
Interbank,bank,3.687,-0.012,3.815,0.006,14:16:00,25-09-2024
bcp,bank,3.706,-0.013,3.795,-0.011,14:16:00,25-09-2024
nacion,bank,3.73,0.0,3.8,0.0,14:16:00,25-09-2024
Yuan,currency,0.495,0.013,0.555,-0.005,14:16:00,25-09-2024
canada,currency,2.745,-0.005,2.86,0.0,14:16:00,25-09-2024
euro ocoña,currency,4.34,0.01,4.36,0.01,14:16:00,25-09-2024
Libra,currency,5.15,-0.01,5.28,-0.06,14:16:00,25-09-2024
